index,event,NClus,foundZ,MBDZ,calculated_centrality,MBD_charge_sum
1,1,2117,-1.4,-2.00375,0.258327,712.013
2,2,185,-21,-23.914,0.670086,102.031
3,3,94,-7.8,-8.46999,0.790501,43.0604
4,4,1313,-15.6,-17.158,0.391438,434.091
5,5,882,-17,-18.2867,0.481934,289.326
7,7,3502,-0.2,-0.0994089,0.159002,991.558
8,8,265,4.8,5.4806,0.604501,153.803
9,9,778,2,1.67367,0.566925,190.707
12,12,663,-15.4,-16.45,0.538274,222.791
13,13,504,-12.4,-12.6948,0.664098,105.963
14,14,258,-6,-5.74973,0.687036,91.3261
15,15,2947,-17.2,-18.1408,0.193721,883.913
16,16,148,-0.8,-0.65708,0.731866,65.7829
18,18,1539,-20.4,-21.8332,0.336046,538.313
19,19,1498,-4.4,-4.95752,0.375644,460.78
21,21,3061,-5.6,-5.98171,0.226786,793.268
23,23,42,-9.6,-10.5214,0.803246,35.9408
24,24,3524,-0.8,-0.740885,0.113465,1150.79
25,25,8,-15.8,-15.2124,0.848012,27.5623
26,26,2009,2.2,1.82376,0.334104,539.793
28,28,27,27.2,1.82795,0.848012,26.2049
29,29,1560,-26.4,-27.9424,0.340428,527.591
30,30,4897,-13.4,-14.2619,0.0930162,1226.84
31,31,52,-15,-14.1016,0.803246,39.5647
33,33,3154,-3.6,-3.95522,0.232757,778.248
34,34,376,4,4.57505,0.652718,115.748
35,35,1485,-12.8,-13.2956,0.32083,567.005
37,37,3606,-23.6,-24.6556,0.0720695,1315.72
38,38,5893,-4.2,-4.05469,0.0441566,1440.13
39,39,5210,-8.4,-8.97212,0.0550232,1392.16
40,40,751,7.6,7.77312,0.538274,223.211
41,41,0,0,-9.59965,1,2.34311
43,43,244,-23.2,-24.8599,0.549285,208.742
44,44,0,0,12.3541,1,2.17543
47,47,248,-13,-13.4292,0.641466,122.03
48,48,143,3.2,5.28986,0.935539,10.1558
49,49,488,-15.8,-16.7246,0.670086,100.467
51,51,5719,-6.2,-6.26179,0.0401117,1458.81
54,54,2,0,-21.9457,1,2.25044
55,55,2395,-14,-15.5487,0.271199,680
56,56,800,19.6,20.7363,0.45415,328.986
57,57,59,-10,-9.81295,0.888188,16.268
61,61,2197,-0.2,-0.585132,0.300188,611.137
62,62,4778,1.4,1.5937,0.0963708,1214.54
63,63,493,-1.6,-2.11682,0.574951,181.678
65,65,452,-18.6,-20.3817,0.583073,171.869
67,67,599,-8.8,-10.0112,0.512833,248.586
68,68,387,-9.8,-10.5125,0.534181,224.168
69,69,840,-13.8,-14.5496,0.459511,319.395
72,72,1256,0.4,0.371118,0.415563,394.389
74,74,3539,12,12.0649,0.203705,856.743
77,77,2786,-8,-9.07819,0.269723,683.013
78,78,99,-0.4,-0.380131,0.803246,36.7222
79,79,1109,-2.2,-2.74063,0.538274,219.929
81,81,4185,10,10.6737,0.118698,1129.97
83,83,4590,-5.4,-5.85456,0.13072,1087.24
84,84,2937,2.6,3.02874,0.235823,768.04
85,85,160,14.6,16.4382,0.715478,72.4245
86,86,154,-3.6,-2.75778,0.831945,30.1362
89,89,483,5.2,5.55795,0.622622,138.062
92,92,3770,1.2,1.10437,0.165262,971.997
93,93,3174,1.08247e-15,-0.113641,0.220815,809.359
95,95,37,-3.8,-4.36816,0.848012,27.3804
97,97,1635,-22,-23.1197,0.369143,474.856
99,99,1968,-18,-18.5077,0.305469,602.748
102,102,171,17.2,18.8629,0.723664,70.2944
103,103,260,4.8,5.26689,0.687036,88.2716
107,107,6879,6.4,7.36048,0.00133224,1759.05
110,110,3497,33.6,-16.6038,0.261328,703.472
111,111,89,1.8,1.33573,0.723664,68.8462
112,112,5703,-3.4,-3.41491,0.0783776,1288.64
114,114,274,1.08247e-15,-0.14391,0.658432,109.855
117,117,1554,4.6,4.88265,0.354424,502.608
118,118,2342,4.2,3.70088,0.256657,717.589
119,119,2661,-9.6,-10.2893,0.258327,713.373
120,120,1693,13.4,13.2937,0.274618,672.769
121,121,159,-7.6,-7.82887,0.740389,62.4025
126,126,589,1.8,1.69173,0.512833,249.867
128,128,36,-12.4,-11.238,0.740389,60.7967
134,134,536,12,12.6091,0.595801,160.52
136,136,594,-2.8,-3.53144,0.52325,239.374
137,137,2026,2.2,1.99176,0.282981,650.933
138,138,124,-7,-8.70917,0.749635,58.6453
139,139,4025,-17.2,-17.5437,0.0874464,1251.26
142,142,4003,-12.6,-13.0348,0.150303,1019.54
144,144,2855,-5.6,-6.0588,0.180559,925.941
145,145,1934,-8.4,-9.08019,0.307186,596.811
147,147,310,-0.2,-0.178416,0.694275,86.9379
148,148,157,-7.4,-7.16083,0.701,83.2863
151,151,3452,-15.4,-16.4793,0.164058,974.108
153,153,129,-3.8,-4.29044,0.731866,65.4486
154,154,174,-10,-12.0258,0.694275,84.7308
156,156,40,-6.4,-6.85642,0.848012,25.4953
158,158,1604,-4.6,-5.67211,0.37131,468.685
159,159,6254,-3.2,-3.10633,0.0233223,1539.72
163,163,2832,2.4,2.49025,0.268134,688.87
164,164,4316,-6.4,-7.13291,0.118698,1133.68
167,167,121,-13.8,-14.4028,0.803246,36.1209
168,168,4358,7.6,8.25576,0.108008,1172.41
169,169,530,-11,-12.01,0.587117,171.033
171,171,6093,-2.4,-2.0259,0.0494214,1414.11
175,175,3588,-11.4,-11.8737,0.186867,905.177
177,177,1205,14.6,15.1191,0.388886,438.175
179,179,116,7,8.5673,0.790501,40.1148
180,180,900,2.6,3.02326,0.47874,292.481
181,181,859,-1,-0.977436,0.45415,328.187
182,182,3729,8.4,9.05493,0.148023,1026.41
184,184,2761,-0.2,-0.336865,0.161362,983.419
186,186,136,-12.6,-12.5172,0.749635,58.3389
187,187,1368,-8.4,-9.55057,0.384488,445.377
192,192,373,0.6,0.858015,0.658432,111.683
197,197,208,-15.4,-15.046,0.740389,63.1543
199,199,23,-12.4,-16.5008,0.935539,11.0585
200,200,4484,0.2,0.494693,0.108008,1169.74
201,201,62,12.4,11.7101,0.817226,33.7192
203,203,822,-8,-8.43816,0.52325,237.123
204,204,3592,-6.8,-6.85635,0.167493,964.514
205,205,2664,-2,-2.42345,0.212324,833.293
207,207,49,-2.6,-2.5195,0.790501,40.2871
208,208,18,-1.4,-2.64104,0.888188,17.4078
212,212,295,-10.4,-10.0969,0.768126,51.3242
213,213,2,0,-3.65778,0.965137,7.14437
214,214,7,0,11.0188,1,1.44542
217,217,96,-1,-2.54532,0.715478,75.2482
222,222,211,-0.4,-1.79252,0.664098,104.448
224,224,2713,6,6.25661,0.218167,817.202
225,225,1005,-7.2,-8.24884,0.431598,363.956
226,226,1863,3.2,2.8429,0.303703,603.614
228,228,90,1.8,2.8175,0.817226,33.685
231,231,508,-2.8,-2.45586,0.641466,121.845
232,232,1374,-11.6,-12.3805,0.393926,430.556
233,233,0,0,-3.15562,0.965137,7.25835
234,234,2615,6.8,6.821,0.301809,607.979
235,235,397,-10.8,-11.1329,0.609043,149.602
236,236,46,13,15.1641,0.935539,8.37569
237,237,1046,5,5.04844,0.496942,270.641
239,239,56,-6.2,-6.42311,0.848012,25.8208
240,240,831,-13,-13.1881,0.503347,260.378
241,241,460,-5.6,-6.28083,0.587117,170.973
244,244,222,-10.8,-11.7272,0.740389,62.913
248,248,1165,-9.2,-9.57006,0.382225,448.962
252,252,40,-5.8,-4.71334,0.91021,12.9814
253,253,665,1,0.683769,0.493523,273.25
254,254,2425,-6.6,-6.87559,0.251826,729.25
255,255,1137,-13.4,-14.3248,0.462513,316.576
258,258,57,0.8,1.7306,0.888188,16.4485
260,260,340,-17.8,-18.5366,0.587117,169.088
262,262,4978,-6,-5.89644,0.0632253,1355.24
263,263,1756,-5.8,-6.64594,0.324345,562.796
264,264,24,-10.2,-8.96435,0.888188,18.8925
265,265,2789,-16.2,-17.4131,0.225197,795.333
266,266,3,0,13.9891,1,2.67486
267,267,105,-4.2,-2.11904,0.831945,30.77
268,268,1,0,10.6561,1,1.64252
269,269,3230,-5.2,-5.51617,0.253495,724.022
271,271,9,4.8,7.24188,0.935539,10.2565
272,272,692,-19.2,-21.049,0.456975,325.229
274,274,2639,-17.6,-18.1896,0.243608,747.325
279,279,1096,-29.6,-30.5343,0.403445,412.061
281,281,4193,-5.2,-5.42053,0.136434,1066.93
282,282,172,-11,-12.3601,0.758286,53.6384
283,283,4,0,-1.03445,0.965137,6.01438
286,286,1266,-1.8,-2.05649,0.391438,433.826
288,288,764,-6.4,-7.03428,0.549285,209.386
290,290,360,-2.8,-3.60343,0.636956,125.185
291,291,24,0,6.46211,1,3.78308
292,292,94,5.4,6.11202,0.701,80.9407
293,293,1231,-11.8,-12.5348,0.490763,277.579
294,294,820,-2,-2.451,0.527183,232.454
296,296,3776,-0.2,-0.303604,0.164058,977.518
299,299,52,16.6,18.443,0.888188,16.1467
300,300,2372,3.2,3.10923,0.243608,749.519
301,301,2229,7.8,8.01183,0.247043,741.859
303,303,64,18.6,19.5619,0.866583,23.8206
306,306,393,-5.6,-5.94175,0.62747,135.72
307,307,11,-9.6,-9.61017,0.965137,6.40098
309,309,93,-1.6,-2.04757,0.731866,65.1932
310,310,1993,-7.4,-7.85374,0.279594,662.513
311,311,244,-1.4,-2.45295,0.687036,90.4533
312,312,63,-15.4,-15.4294,0.935539,9.06794
316,316,97,-7.2,-8.24216,0.817226,32.5913
318,318,1284,4,3.97631,0.362996,484.431
324,324,3390,-1.2,-1.85847,0.229852,782.443
325,325,4193,-10.2,-10.2592,0.127462,1098.76
326,326,963,-11,-11.1737,0.369143,472.579
328,328,3123,-2.6,-3.18086,0.231409,781.225
329,329,43,-10.4,-10.1347,0.91021,12.283
332,332,1455,-9.8,-10.4529,0.424728,375.907
335,335,8,-3,-5.95801,0.965137,5.04584
339,339,60,-16.4,-17.8313,0.91021,13.1892
342,342,53,-16.6,-14.0171,0.965137,6.92024
344,344,611,-21.8,-23.5627,0.444054,343.784
345,345,5335,-7.4,-7.62054,0.0233223,1539.28
346,346,22,-1.6,-4.56386,0.888188,18.0441
348,348,234,-5.4,-6.03225,0.687036,89.2901
353,353,81,-0.6,-0.307218,0.888188,18.7013
355,355,24,4.6,5.1962,0.935539,8.12842
359,359,4900,1.8,2.10225,0.108008,1169.69
360,360,607,0.4,1.07885,0.62747,133.601
361,361,2964,-3.6,-3.68671,0.175134,942.032
362,362,3291,19.6,14.2698,0.152598,1011.95
363,363,92,15.2,14.9896,0.790501,42.3931
365,365,4304,-7.8,-8.32679,0.148023,1028.28
369,369,1158,1.4,1.86882,0.47874,294.303
370,370,51,-15.6,-15.1486,0.831945,31.853
372,372,318,5,6.52128,0.613602,144.942
374,374,305,3.4,3.93795,0.68145,92.8041
375,375,134,6.4,6.35632,0.658432,111.129
376,376,1602,-4.4,-4.93461,0.377843,456.21
377,377,975,3.2,4.08364,0.493523,271.492
379,379,4214,-12,-12.6218,0.145616,1037.05
380,380,2002,-5.8,-6.795,0.342354,526.219
383,383,5396,-7.6,-8.00619,0.106981,1176.25
387,387,517,-5.6,-5.87423,0.636956,127.299
390,390,31,7.6,5.96817,0.965137,7.17579
391,391,681,-7.4,-8.2877,0.52325,236.896
392,392,36,15.4,13.3419,0.935539,10.2649
393,393,7062,-10,-10.6021,0.0322788,1496.59
395,395,2136,-16,-16.6339,0.237588,764.295
396,396,3699,5.8,6.08931,0.157365,997.226
397,397,327,-19.6,-20.2482,0.595801,159.994
400,400,683,-8.4,-0.657298,0.570874,185.748
401,401,5,0,-31.917,0.965137,6.70259
402,402,2885,-5.6,-6.02763,0.186867,902.602
405,405,2788,-5.2,-5.52895,0.192437,886.745
406,406,5192,3,3.22051,0.101507,1196.33
407,407,2911,4.6,4.90653,0.225197,796.766
409,409,0,0,11.5923,0.965137,6.62985
410,410,3968,1.6,2.01567,0.137735,1062.35
412,412,2105,-13.2,-13.9456,0.356704,495.262
413,413,1069,0.4,0.0529352,0.451646,332.953
414,414,3417,-0.2,-0.581253,0.16974,955.307
415,415,2208,9.2,9.63078,0.291568,633.023
416,416,1685,-19.8,-20.04,0.365002,481.048
419,419,3695,-0.8,-0.802395,0.148023,1028.87
421,421,5195,-15.4,-16.9979,0.0994366,1204.23
422,422,0,0,-5.75212,0.205213,852.024
424,424,132,6.4,6.67818,0.768126,48.9634
425,425,1122,3.4,3.40135,0.413155,397.082
428,428,0,0,4.9257,1,1.46066
430,430,18,12.4,12.7118,0.848012,27.9292
431,431,20,8.2,5.28499,0.888188,18.3699
432,432,3673,-15.6,-16.5444,0.168697,958.575
433,433,41,-8.6,-6.75972,0.888188,18.1645
434,434,1462,3.8,3.84251,0.340428,530.084
436,436,6113,-10.8,-10.778,0.015377,1585.92
440,440,1137,0.6,0.492284,0.459511,321.189
442,442,8,0,0.992537,0.888188,16.5912
445,445,174,1.2,2.22,0.723664,68.0555
446,446,165,1,1.49644,0.731866,63.9971
447,447,914,6.2,6.25893,0.398693,422.553
448,448,68,-21.8,-24.6843,0.91021,12.8906
452,452,3044,4.2,4.99163,0.157365,996.149
453,453,3862,5.2,5.25793,0.136434,1066.71
455,455,4785,-29.2,-30.5786,0.0595496,1370.82
456,456,4395,2.6,2.87327,0.112374,1156.52
460,460,131,2.6,4.07512,0.848012,25.9289
461,461,352,-22.6,-24.5342,0.664098,106.198
463,463,1576,-7,-7.47708,0.420025,385.094
464,464,3311,1.6,1.87046,0.234426,773.238
467,467,492,-6.2,-6.40375,0.618257,143.135
468,468,811,-5.8,-5.90137,0.541805,219.472
472,472,231,12.4,12.8529,0.701,82.8566
476,476,10,-23.4,-23.2256,0.91021,14.6172
477,477,6372,-6,-5.42095,0.0109469,1618.86
478,478,5580,1.2,1.13702,0.060625,1368.48
479,479,239,-13.6,-14.778,0.675591,97.207
482,482,5189,-8.2,-8.84858,0.0541083,1394.16
484,484,1187,1.08247e-15,-0.114891,0.413155,397.307
486,486,1947,-8,-8.94165,0.284715,646.954
488,488,2325,-3.6,-4.54621,0.256657,715.033
489,489,1470,-3.8,-3.99484,0.382225,447.657
492,492,6361,-2.8,-2.5499,0.0100961,1627.74
494,494,105,-8,-7.86618,0.778334,47.6808
499,499,4656,-12.6,-13.3548,0.127462,1099.15
500,500,157,20.8,20.1801,0.790501,40.0636
502,502,238,-5.4,-6.65154,0.68145,93.8409
503,503,1163,-27,-29.536,0.433894,362.098
504,504,494,-4.2,-4.77695,0.591323,164.22
506,506,1851,15,15.8543,0.316913,575.247
509,509,963,3.4,4.18872,0.398693,422.623
511,511,1983,2.4,2.26175,0.361102,488.736
513,513,12,0,-6.3276,0.778334,44.407
514,514,718,-16.8,-17.9077,0.456975,324.589
516,516,2503,-7.4,-7.66629,0.226786,794.294
518,518,118,-6.2,-5.94166,0.768126,51.2911
519,519,1566,-12.2,-12.8909,0.309144,592.457
520,520,184,-9.2,-7.76279,0.817226,34.1265
522,522,4933,-21.6,-22.7361,0.0477039,1423.2
524,524,629,-14.2,-14.8578,0.570874,184.77
526,526,1279,-8.2,-8.92693,0.436446,356.949
527,527,245,4.6,4.92624,0.740389,61.9635
528,528,5727,0.6,0.969712,0.0233223,1539.92
529,529,3039,-6.6,-7.18346,0.253495,724.133
532,532,469,-0.4,0.744423,0.658432,109.513
533,533,2450,-5.2,-5.66056,0.250333,734.305
534,534,2851,-24.4,-26.4085,0.149227,1024.4
535,535,314,5.2,4.73342,0.670086,102.992
536,536,89,3.2,1.86033,0.91021,14.0084
539,539,80,-14.4,-15.4831,0.731866,64.9023
540,540,2557,-10,-10.2104,0.235823,767.282
541,541,18,0,-14.4124,0.965137,6.67903
542,542,4,0,-3.05379,1,2.79049
543,543,3837,-19.6,-20.2646,0.150303,1018.88
544,544,28,4.2,4.34971,0.778334,47.4085
546,546,0,0,-11.438,1,3.89807
547,547,87,4.6,4.72867,0.935539,11.9665
549,549,0,0,-13.2733,1,0.662164
550,550,804,-9,-9.42428,0.493523,275.172
552,552,734,8.4,9.27372,0.484808,287.082
554,554,597,-19,-18.77,0.545641,211.812
555,555,1,0,3.39939,0.935539,8.54574
558,558,176,2,1.45135,0.790501,40.0057
560,560,32,-3,-3.50675,0.91021,14.6798
561,561,2500,-9.4,-10.0997,0.258327,711.315
562,562,4148,-9.4,-9.86731,0.137735,1065.59
563,563,3735,-16.2,-16.995,0.146659,1033.75
564,564,0,0,-16.4487,1,3.24288
565,565,508,3.8,3.56509,0.609043,149.637
566,566,33,-6.6,-5.84258,0.965137,6.14433
567,567,1477,-9.4,-10.3953,0.422497,383.173
570,570,1373,5,4.82585,0.465289,314.163
571,571,2563,3.8,3.91042,0.240686,755.853
572,572,258,0.8,0.594545,0.817226,33.8524
573,573,1127,-1.4,-1.93672,0.465289,312.947
574,574,4528,2.2,2.38477,0.0754242,1300.05
576,576,4694,-4.8,-4.79868,0.083225,1269.39
577,577,197,-10.2,-10.8676,0.707998,76.8366
579,579,3868,-3.2,-3.23128,0.101507,1196.98
580,580,110,-1.8,-0.686325,0.790501,43.4218
585,585,1617,16.2,17.4458,0.342354,526.578
587,587,1,0,-3.67644,0.935539,8.05246
588,588,3795,-12.8,-13.6176,0.118698,1130.03
589,589,128,1.2,1.50403,0.817226,34.1624
590,590,863,13,13.3258,0.417666,390.736
591,591,3456,-3.6,-3.61641,0.148023,1026.66
592,592,5129,7,7.41553,0.0305774,1504.92
593,593,426,-9.8,-11.0377,0.701,82.262
595,595,1073,-11.4,-12.1109,0.438869,352.903
596,596,2250,-6.4,-6.87303,0.258327,711.077
597,597,2390,1.2,-0.131273,0.427184,374.762
600,600,453,-17.4,-18.6758,0.604501,152.199
601,601,876,7.6,8.14431,0.527183,231.57
603,603,86,-20,-20.967,0.778334,44.1238
604,604,3808,16.6,18.2379,0.0874464,1251.17
607,607,3156,-6.4,-6.79429,0.248712,738.522
608,608,4891,-13.2,-13.5954,0.0668047,1339.59
609,609,1075,5.2,5.18186,0.446558,340.747
610,610,2175,-7.8,-8.60923,0.311279,587.472
611,611,3487,-15,-16.2841,0.157365,997.634
613,613,64,-0.4,-1.51376,0.91021,14.0384
614,614,1936,-3,-3.25172,0.342354,524.884
616,616,711,-9,-9.22503,0.519703,241.038
618,618,441,-1.4,-0.967057,0.658432,108.809
622,622,182,10.2,11.1114,0.701,81.0632
624,624,1,0,-5.36866,1,2.2944
627,627,3511,-3.4,-3.63666,0.199515,867.186
628,628,1694,-6.4,-6.56873,0.365002,480.885
633,633,25,-12,-9.84176,0.91021,12.9176
635,635,507,-3.2,-3.41255,0.618257,143.594
636,636,1222,-9.4,-10.1989,0.424728,377.879
639,639,3379,-21.8,-22.7677,0.16974,954.613
640,640,8,1.08247e-15,-3.55143,0.91021,12.9797
642,642,4361,-1.4,-1.2333,0.17905,929.537
643,643,1786,17,17.6945,0.298567,618.616
644,644,2239,-4,-4.391,0.272837,677.487
647,647,168,-4,-4.19634,0.731866,66.7214
648,648,4252,2.2,2.04002,0.141394,1053.47
650,650,5163,-24.8,-25.846,0.0382658,1466.52
653,653,432,-10.8,-12.2246,0.670086,100.613
655,655,3724,-18.4,-19.1524,0.189387,897.215
657,657,2085,6.8,7.18563,0.293222,629.422
663,663,517,3,3.73953,0.587117,171.291
668,668,9,0,-16.6825,0.935539,11.8597
669,669,2868,3.4,3.71111,0.209579,840.026
670,670,4,-16.8,-18.0953,0.731866,66.551
671,671,2413,-27.2,-29.0513,0.242163,753.517
672,672,539,1,1.09,0.556299,201.504
673,673,4782,-23.2,-24.5548,0.0659058,1342.82
675,675,123,-27.2,-29.7513,0.68145,93.2064
676,676,6900,-12.8,-13.3345,0.033932,1485.32
677,677,257,8.8,8.83813,0.618257,143.114
681,681,574,-7.8,-9.19871,0.50012,266.734
682,682,513,-5,-5.34312,0.574951,181.903
683,683,320,-17,-17.5619,0.723664,70.6499
686,686,0,0,-5.10301,1,3.68955
689,689,4940,-14.6,-15.4437,0.0986822,1208.15
692,692,1680,-1.4,-2.21827,0.386928,440.82
694,694,1620,-14.4,-15.3159,0.382225,448.645
695,695,2348,-25.2,-26.956,0.247043,742.024
698,698,3067,-2.6,-2.86546,0.223367,801.663
699,699,429,-6.6,-7.26615,0.566925,188.108
702,702,102,-8.2,-7.27754,0.790501,40.0433
703,703,1054,5,5.40964,0.420025,386.583
704,704,2223,-28.4,-30.3154,0.263094,700.497
705,705,0,0,6.61117,0.36696,478.764
706,706,1462,7.8,8.13917,0.348405,512.048
708,708,2914,11,11.8973,0.237588,763.004
710,710,2225,-1,-1.74048,0.279594,658.783
712,712,5977,-14.6,-15.4689,0.060625,1366.43
714,714,8,-12,-13.2726,0.935539,8.73001
715,715,71,6.6,5.22223,0.848012,26.9062
716,716,1122,-1,-1.03061,0.398693,422.636
718,718,738,2.4,2.48824,0.600103,158.685
719,719,2449,8.4,9.18802,0.242163,753.88
720,720,32,-1.6,-4.08929,0.888188,16.1895
721,721,37,-0.2,-1.44822,0.866583,20.0706
722,722,603,-9.2,-9.5866,0.566925,191.029
723,723,629,-2.4,-2.24465,0.613602,145.23
724,724,1888,4,4.12854,0.332226,545.241
726,726,781,-10.2,-10.4076,0.487697,282.564
730,730,2044,-20.8,-21.807,0.294811,625.501
731,731,1336,3.6,4.02112,0.50622,257.834
732,732,1114,-5.6,-6.36378,0.431598,365.847
733,733,1763,-6.8,-7.25834,0.398693,423.082
734,734,5835,-1,-1.0922,0.0863389,1256.18
735,735,76,1,0.0433308,0.888188,18.4431
736,736,1983,-16.4,-17.5387,0.303703,606.659
737,737,319,5.4,5.74551,0.731866,66.0771
738,738,90,-10.8,-11.3237,0.831945,28.8076
740,740,356,2,1.95957,0.694275,84.6802
741,741,1546,6.6,6.68952,0.268134,689.414
742,742,2442,-1,-1.47848,0.243608,748.269
743,743,825,4.4,4.9665,0.534181,224.03
744,744,6811,-10.4,-10.4174,0.031396,1497.33
745,745,0,0,17.4963,0.888188,18.9554
747,747,1665,-1.6,-2.26138,0.441389,348.531
748,748,0,0,-4.91348,0.91021,13.6749
749,749,1552,2.8,2.57612,0.350315,509.379
750,750,3667,-11.4,-11.6393,0.156065,1001.54
753,753,418,-11.2,-11.0899,0.652718,115.016
754,754,3738,-5,-5.20015,0.126338,1104.35
755,755,27,10,14.7354,0.888188,18.0107
756,756,126,15.4,15.2431,0.636956,127.533
757,757,782,-3.8,-4.26901,0.490763,276.52
758,758,0,0,9.22089,0.935539,10.1826
759,759,246,-0.8,-0.673484,0.647181,118.531
763,763,70,-14.6,-17.4776,0.758286,53.5053
764,764,44,-3.8,-4.4778,0.866583,21.776
765,765,221,3,2.79136,0.701,83.1857
767,767,6466,-2.2,-1.9132,0.0100961,1626.19
769,769,893,-15.8,-17.1067,0.484808,284.64
770,770,7,0,7.08289,0.935539,11.5218
771,771,283,-21.4,-22.8923,0.675591,99.5229
773,773,2574,-1,-1.69484,0.229852,782.743
775,775,139,-5.4,-8.13628,0.965137,6.11398
776,776,2796,-19.8,-21.0901,0.232757,775.714
781,781,6239,-2.8,-2.73116,0.0512672,1408.31
786,786,213,-18,-18.8034,0.778334,44.9065
787,787,3261,-5,-4.78424,0.177638,933.758
788,788,1495,-4,-4.05346,0.384488,443.759
789,789,2430,-5.2,-4.78302,0.277684,666.493
790,790,4000,-1,-0.9609,0.153946,1007.18
793,793,48,17,14.7295,0.817226,35.1741
795,795,2686,-2.6,-3.18643,0.203705,856.021
799,799,2020,-2.8,-2.87681,0.318663,573.886
800,800,778,-23.4,-25.6504,0.468034,309.675
802,802,754,5.8,5.89822,0.530601,231.239
803,803,562,-6.8,-7.02431,0.527183,234.493
804,804,417,6.8,6.99797,0.641466,120.179
806,806,1976,-8.8,-10.0358,0.32083,567.986
809,809,949,-2.2,-3.15403,0.484808,284.844
813,813,2932,-35.2,-36.5708,0.210895,837.152
815,815,4769,-10.2,-10.6435,0.132983,1078.56
818,818,796,-13,-14.003,0.538274,221.793
819,819,7072,-0.6,-0.460063,0.00603522,1670.27
820,820,365,-15.8,-16.318,0.68145,93.5818
821,821,30,10.8,-8.11422,0.866583,19.9854
822,822,117,-40.4,3.92848,0.749635,59.6273
823,823,362,-20.6,-21.4833,0.68145,93.3992
825,825,1724,-5.6,-5.91652,0.413155,398.055
828,828,3056,-10.2,-10.7576,0.181923,920.837
829,829,132,7.6,8.1998,0.740389,62.3295
830,830,298,-7.8,-7.83138,0.622622,135.985
831,831,2,0,-6.58819,1,2.57663
833,833,5768,12.8,13.3981,0.0576235,1377.89
834,834,139,-2.2,-1.99009,0.68145,95.6879
836,836,229,22.8,23.6675,0.675591,96.913
838,838,21,0,-16.591,0.866583,22.7361
840,840,5027,-18.6,-19.1739,0.0793406,1282.5
843,843,156,-5.4,-6.65018,0.675591,99.5866
844,844,4,2.8,8.53591,0.91021,15.8388
845,845,3004,-0.6,-0.657702,0.1908,892.055
847,847,249,2.2,1.76565,0.707998,76.508
848,848,75,-12.4,-14.0081,0.758286,54.02
851,851,4617,-12.8,-13.0858,0.104653,1182.3
853,853,28,-2.6,-5.27491,0.91021,13.6938
855,855,8,4.6,8.58752,0.935539,10.0722
859,859,3,0,-22.8335,1,1.8403
860,860,1930,5.4,5.73542,0.358742,494.909
861,861,2017,-14,-14.8559,0.303703,606.233
862,862,69,3,2.23391,0.888188,18.1893
867,867,1908,1.08247e-15,0.44223,0.388886,438.184
868,868,2507,-7,-7.60739,0.269723,685.891
869,869,92,-30.6,-32.4826,0.758286,53.8205
870,870,2678,9.8,10.5821,0.208038,846.227
871,871,2694,-11.6,-12.2246,0.276095,666.896
872,872,1205,-8.2,-9.17708,0.356704,495.163
873,873,6149,15.4,17.2079,0.00415724,1698.8
877,877,294,-3.2,-3.81987,0.723664,70.1323
883,883,110,12.2,7.07055,0.888188,18.3266
884,884,5845,9.6,10.5442,0.00296945,1718.7
885,885,6875,-6.8,-6.77797,0.00296945,1717.03
886,886,505,-8.4,-9.24144,0.664098,105.78
888,888,530,-10.4,-10.8379,0.632606,128.689
889,889,750,0.4,-0.40406,0.545641,212.609
890,890,1321,-1.8,-2.14909,0.431598,363.441
893,893,412,-12.2,-13.1567,0.652718,112.274
894,894,70,1.08247e-15,-0.414486,0.803246,36.3639
895,895,3130,-2.2,-2.3582,0.225197,796.367
896,896,18,8.6,1.67182,0.91021,12.5593
899,899,1574,-1.4,-2.01021,0.356704,495.835
901,901,1429,2.4,2.70992,0.410732,401.143
906,906,245,-6.2,-5.87266,0.715478,74.4343
908,908,128,-6.2,-6.1107,0.768126,48.0129
913,913,3945,1.08247e-15,-0.57351,0.162758,981.823
915,915,5926,-11.6,-12.0272,0.00910098,1638.33
916,916,587,7.2,7.2756,0.559654,196.233
917,917,550,-0.8,-0.742808,0.595801,160.025
918,918,4652,-3.6,-3.27745,0.0986822,1208.65
919,919,2283,-3.4,-3.9347,0.268134,689.505
920,920,575,12,12.7553,0.527183,232.67
921,921,4740,-9.8,-10.123,0.0550232,1390.44
923,923,286,-25.4,-26.0921,0.595801,163.455
924,924,100,-12.8,-13.5593,0.888188,19.4985
925,925,5,0,-1.93132,1,3.12565
927,927,107,-10.6,-10.9101,0.848012,27.8794
928,928,4050,0.4,0.199373,0.131747,1081.9
929,929,769,-3.8,-3.62674,0.509623,253.521
930,930,973,-1.2,-1.16674,0.470699,305.72
932,932,1046,1.08247e-15,-0.212443,0.441389,351.08
934,934,5045,-4.6,-4.87944,0.102631,1190.74
939,939,230,-6.8,-6.62551,0.723664,68.9278
940,940,1866,-4.4,-4.95909,0.322675,563.889
942,942,564,5.6,4.71476,0.595801,162.281
943,943,48,-16.2,-16.808,0.935539,11.7819
944,944,18,-4.8,-9.11473,1,1.895
946,946,922,-5.2,-5.58478,0.475899,296.761
953,953,61,-14.4,-15.0237,0.848012,27.0895
954,954,174,7.6,8.76463,0.687036,89.9442
956,956,69,11.6,9.75802,0.740389,61.5736
957,957,1318,-30.6,-32.8847,0.373349,465.811
