index,event,NClus,foundZ,MBDZ,calculated_centrality,MBD_charge_sum
102089,2091,82,-11.2,-11.898,0.803246,36.7673
102092,2094,426,4.6,5.21688,0.658432,108.556
102093,2095,31,-0.4,-4.00967,0.935539,11.5924
102097,2099,2852,-15.4,-16.608,0.199515,868.595
102098,2100,3362,-1.8,-2.61868,0.189387,895.756
102099,2101,1383,13.2,13.5533,0.410732,400.986
102101,2103,68,-22,-25.0423,0.778334,44.024
102102,2104,392,-3,-2.38047,0.670086,100.752
102103,2105,23,0.8,-1.38027,0.866583,22.3305
102105,2107,0,0,-13.1553,1,2.87672
102106,2108,128,-5,-4.37726,0.731866,64.0045
102107,2109,3777,-16.4,-17.4952,0.126338,1104.47
102108,2110,451,-7,-7.3848,0.549285,209.801
102110,2112,0,0,2.19028,0.965137,6.98625
102111,2113,55,-14.4,-15.637,0.740389,59.8912
102112,2114,261,1.2,1.32416,0.701,82.1268
102113,2115,96,-2,-1.33363,0.888188,17.8982
102116,2118,2314,-9.4,-10.32,0.296608,621.449
102117,2119,191,2.6,3.59726,0.778334,46.2504
102118,2120,1327,9.8,10.6293,0.403445,413.221
102119,2121,1622,2.2,2.50977,0.377843,455.622
102120,2122,1608,-9.2,-9.6768,0.375644,462.388
102124,2126,5463,-3.4,-3.44491,0.0659058,1341.56
102125,2127,148,4.6,5.33414,0.715478,73.8596
102132,2134,63,3.2,2.93755,0.888188,16.4916
102135,2137,584,-9.4,-9.76682,0.534181,224.949
102137,2139,4388,-17.4,-17.9994,0.100368,1201.3
102139,2141,2486,2.2,2.09753,0.243608,747.067
102140,2142,3107,4,4.39764,0.175134,941.766
102142,2144,486,13.4,-9.94479,0.670086,100.382
102147,2149,665,2.8,3.4965,0.50012,267.002
102148,2150,2,0,10.7277,0.91021,13.6013
102149,2151,203,1.4,0.950309,0.701,83.5426
102151,2153,0,0,-17.0113,0.935539,11.0227
102155,2157,1807,-1.2,-1.61997,0.342354,524.313
102159,2161,0,0,-22.2401,0.965137,4.50556
102163,2165,2363,-21.2,-22.4595,0.268134,689.807
102164,2166,34,-2.8,-3.05402,0.831945,31.2508
102170,2172,2845,-3.2,-3.78706,0.213945,829.818
102171,2173,2261,-15.4,-16.6472,0.25502,722.148
102172,2174,0,0,6.78821,0.935539,9.28486
102176,2178,203,-1.6,-2.08582,0.715478,73.2005
102177,2179,2400,20.6,21.4006,0.208038,845.11
102179,2181,109,-8.8,-8.59839,0.694275,85.5552
102180,2182,3308,-2.4,-2.3374,0.132983,1081.59
102182,2184,6286,-6.8,-6.9696,0.0189564,1568.75
102186,2188,3882,-3.8,-4.14054,0.187991,901.199
102187,2189,42,-7.4,-9.77466,0.817226,34.5498
102188,2190,421,-7.4,-8.84454,0.600103,159.19
102190,2192,1166,-11.6,-11.9976,0.415563,394.244
102193,2195,4740,-16,-16.7321,0.0710743,1321.3
102194,2196,2224,-2.4,-2.77625,0.305469,602.764
102195,2197,12,7.8,5.06877,0.848012,26.0395
102196,2198,3905,-0.2,-0.0344236,0.148023,1028.42
102200,2202,4382,-16.8,-17.8908,0.108008,1171.14
102202,2204,837,-17,-12.7962,0.496942,270.811
102204,2206,868,-9.4,-9.63862,0.509623,254.845
102205,2207,548,-8.4,-9.65713,0.675591,99.6651
102207,2209,937,7.2,7.03703,0.451646,333.657
102208,2210,2051,-4.2,-4.45521,0.279594,661.703
102209,2211,183,-5.8,-6.28025,0.866583,23.2594
102212,2214,606,-1,-1.40213,0.52325,237.817
102215,2217,5081,-0.8,-0.599297,0.0986822,1206.5
102220,2222,479,-12.2,-12.8716,0.519703,243.501
102222,2224,2589,11.4,11.9228,0.239129,759.858
102224,2226,262,-1.6,-2.00422,0.701,80.1423
102226,2228,4,0,-2.09821,0.831945,28.43
102232,2234,5424,8,8.30649,0.0330011,1489.76
102235,2237,4254,-10,-6.10707,0.164058,975.016
102236,2238,1128,-3.6,-4.67136,0.503347,260.363
102237,2239,6015,1.8,2.06142,0.0247348,1530.94
102241,2243,77,-8.6,-7.0461,0.831945,28.5908
102243,2245,6151,12.8,13.6426,0.0115247,1616.68
102244,2246,530,11.4,11.6309,0.563169,194.254
102245,2247,0,0,12.0722,0.965137,6.671
102248,2250,25,-2,-5.40909,0.888188,18.5765
102249,2251,68,-8.2,-7.91454,0.778334,45.7512
102250,2252,1560,1.08247e-15,-0.320556,0.382225,450
102251,2253,2566,-13.4,-14.5975,0.263094,702.45
102253,2255,717,-1.4,-1.59209,0.52325,237.427
102254,2256,4999,-1.8,-1.60467,0.0863389,1257.33
102257,2259,3960,7.4,8.2127,0.112374,1156.09
102261,2263,643,-18.4,-18.3154,0.512833,247.632
102262,2264,123,10.2,11.2212,0.778334,47.732
102263,2265,1,0,0.0887947,1,3.6346
102265,2267,6404,11.8,12.9787,0.0130656,1603.87
102266,2268,11,15.6,6.63347,0.91021,12.9952
102267,2269,2,0,-9.08536,1,2.27498
102268,2270,56,-20.8,-20.1201,0.91021,14.4193
102269,2271,0,0,6.942,1,3.11441
102270,2272,526,-11,-11.3119,0.694275,87.0488
102272,2274,4009,-7.4,-7.68044,0.120752,1122.24
102273,2275,3679,-6,-6.37502,0.159002,993.235
102274,2276,150,8,7.65014,0.749635,58.2269
102275,2277,7618,-0.4,-0.187367,0.00178167,1745.22
102276,2278,92,-19.8,-19.6784,0.758286,52.9805
102279,2281,109,1,0.856219,0.866583,22.9003
102281,2283,5036,8,8.55988,0.139051,1061.17
102282,2284,66,-20.4,-21.8256,0.790501,42.1492
102285,2287,2040,-5.8,-5.46699,0.324345,559.63
102287,2289,5565,-22.2,-23.0364,0.0297106,1508.33
102288,2290,935,-4.8,-0.278343,0.493523,275.36
102290,2292,2376,-6,-6.06784,0.28648,645.848
102291,2293,1726,-0.6,-0.692496,0.305469,599.86
102293,2295,810,4.2,4.8248,0.530601,229.868
102295,2297,144,-15.4,-17.1742,0.758286,54.9192
102296,2298,385,-8.8,-8.60704,0.622622,138.777
102298,2300,216,-8.4,-14.5934,0.707998,77.0487
102299,2301,6276,3.8,4.20595,0.0532415,1399.27
102300,2302,400,-1.6,-1.28181,0.55288,204.992
102301,2303,1634,-3.2,-3.51426,0.379705,454.695
102303,2305,41,-8.4,-12.1755,0.91021,13.797
102307,2309,550,12,13.1058,0.591323,164.405
102308,2310,8,0,-4.68254,0.91021,13.052
102310,2312,5603,-14.4,-15.2687,0.0504647,1411.14
102311,2313,4603,1.8,1.6928,0.116531,1140.24
102312,2314,1313,-13.4,-14.3985,0.413155,395.712
102314,2316,3944,15.2,15.95,0.120752,1123.5
102315,2317,341,-6.6,-6.67981,0.613602,143.748
102316,2318,2,0,-3.76127,0.91021,15.0254
102318,2320,1112,17.4,18.6281,0.444054,343.459
102319,2321,50,-7,-7.01519,0.817226,34.5255
102320,2322,893,-1,-1.42893,0.422497,382.822
102321,2323,4307,12.4,13.3604,0.119597,1129.58
102327,2329,1000,-14.4,-16.4043,0.470699,305.842
102328,2330,425,7.2,7.73097,0.641466,121.502
102329,2331,355,1.2,0.886102,0.652718,112.974
102330,2332,53,12,11.8747,0.91021,14.4453
102332,2334,5161,11.8,12.5206,0.0559381,1387.82
102333,2335,6159,-8.2,-8.52988,0.00910098,1637.12
102335,2337,5706,3.4,3.38974,0.0416366,1452.1
102336,2338,220,-3.4,-2.27492,0.675591,97.6874
102337,2339,1958,-11.4,-12.2451,0.315051,580.043
102338,2340,5011,20.2,21.2534,0.0456172,1432.11
102339,2341,133,1,0.316139,0.790501,40.3757
102342,2344,2483,2.8,2.29009,0.247043,739.324
102343,2345,29,-6.8,-7.58588,0.935539,11.7014
102344,2346,391,2.4,2.65663,0.647181,115.846
102348,2350,831,-5.8,-6.06552,0.50622,255.822
102349,2351,1969,-16.8,-18.6813,0.340428,527.274
102350,2352,4663,-11.6,-11.8874,0.120752,1123.25
102351,2353,2136,1.4,1.13619,0.261328,706.47
102352,2354,4435,-11.6,-12.1749,0.106981,1175.37
102354,2356,5478,2.6,3.08054,0.0774305,1289.44
102355,2357,198,-14.4,-15.5848,0.715478,72.8698
102359,2361,12,0,-10.7736,0.848012,25.3818
102360,2362,1028,-29.6,-30.6661,0.468034,311.343
102362,2364,58,-2,-6.16116,0.866583,23.4496
102363,2365,78,9.4,9.20382,0.803246,36.4653
102364,2366,1489,11,11.3799,0.410732,399.241
102366,2368,254,-1.6,-1.45412,0.758286,53.562
102369,2371,2617,-0.2,-0.0223622,0.289915,637.679
102371,2373,4121,-20,-20.7809,0.0912345,1234.28
102372,2374,3954,13.4,14.0573,0.141394,1052.86
102373,2375,2656,-3,-3.36652,0.284715,648.149
102374,2376,1658,-11,-11.7142,0.32664,556.613
102377,2379,2,0,7.93732,1,1.57117
102379,2381,1868,-6.6,-6.73117,0.344585,519.985
102382,2384,4039,-17,-17.8757,0.115696,1144.51
102383,2385,3457,-13.6,-14.6695,0.172228,949.492
102385,2387,3235,-7,-7.31715,0.199515,869.045
102387,2389,62,-11.4,-9.93079,0.935539,10.81
102388,2390,741,-10.2,-10.637,0.496942,270.653
102389,2391,7231,3.4,4.18318,0.0181538,1571.03
102390,2392,303,-15.8,-17.5387,0.749635,58.9018
102393,2395,5377,-14.2,-15.0365,0.0853598,1258.97
102394,2396,745,1.08247e-15,0.547544,0.473379,302.15
102396,2398,253,0.2,0.0255384,0.62747,135.218
102398,2400,46,5.4,6.08767,0.91021,12.9051
102400,2402,15,0,-7.27783,0.715478,71.929
102401,2403,109,15.2,16.8189,0.723664,70.2156
102403,2405,1496,-1.6,-1.55894,0.375644,461.297
102406,2408,4675,-4.4,-4.24778,0.156065,1000.69
102407,2409,65,-20.8,-15.0394,0.803246,36.9144
102408,2410,2782,-4.4,-4.13286,0.282981,654.372
102409,2411,2695,-0.6,-1.07787,0.213945,829.716
102411,2413,77,-8.4,-9.24692,0.778334,45.1149
102415,2417,3,0,-13.4576,1,1.91579
102419,2421,780,6,6.00198,0.473379,302.404
102420,2422,7,0,-2.48861,0.935539,9.18063
102421,2423,128,2.8,4.05784,0.790501,40.8059
102424,2426,92,-7,-6.22222,0.758286,55.4009
102425,2427,187,-17.2,-19.0446,0.675591,97.2735
102426,2428,498,-3,-3.71168,0.55288,205.793
102429,2431,354,-16.8,-18.6689,0.632606,131.514
102430,2432,33,-2.4,-2.89828,0.935539,10.7889
102431,2433,708,-0.2,-0.548136,0.545641,212.057
102432,2434,975,3.4,-2.039,0.45415,329.536
102433,2435,18,-2.6,0.0815877,0.91021,14.6812
102434,2436,2000,3.4,3.74079,0.289915,637.826
102435,2437,918,3.8,3.94585,0.436446,355.329
102436,2438,18,-6.2,-25.8439,0.965137,5.75972
102437,2439,45,-10.4,-11.0988,0.935539,8.77079
102439,2441,7059,-2.2,-2.24281,0.00443011,1696.05
102440,2442,745,-17.6,-17.1793,0.687036,88.653
102442,2444,111,-1.2,-1.72729,0.740389,62.404
102443,2445,64,0,7.37683,0.935539,8.73889
102444,2446,421,6.6,7.33985,0.55288,206.285
102447,2449,1301,8.4,9.01414,0.393926,430.578
102448,2450,8,1.2,3.3242,0.866583,21.5012
102449,2451,3825,-9,-9.53367,0.108008,1172.45
102453,2455,14,17,17.0819,0.866583,21.2183
102454,2456,635,7.6,7.79704,0.549285,208.445
102458,2460,510,-2,-2.70343,0.541805,216.007
102459,2461,2785,-13.8,-14.6606,0.209579,838.919
102461,2463,183,18.6,-18.566,0.622622,139.121
102462,2464,122,-16.8,-17.8788,0.803246,37.6113
102463,2465,47,-3.2,-4.77388,0.935539,8.63494
102465,2467,1091,-0.2,-0.226483,0.509623,254.401
102466,2468,466,-14.6,-15.148,0.566925,191.41
102467,2469,4496,-1,-1.05376,0.136434,1068.52
102470,2472,0,0,-18.2831,1,1.67155
102471,2473,4700,-15.4,-15.9454,0.0710743,1319.48
102472,2474,126,21,-28.0219,0.817226,34.7615
102473,2475,3196,1.8,1.62971,0.216834,819.894
102474,2476,1928,-3.6,-4.10292,0.32664,555.844
102475,2477,1935,-6.2,-6.95243,0.330476,548.245
102476,2478,962,-0.2,0.496623,0.459511,320.753
102478,2480,0,0,-4.56209,0.91021,14.4739
102479,2481,961,7.2,7.6599,0.490763,277.992
102480,2482,1856,-0.4,-0.232604,0.350315,507.824
102481,2483,3473,-4.8,-5.1638,0.18332,914.59
102482,2484,539,-7.4,-8.51062,0.664098,107.617
102485,2487,3,0,-4.34637,1,2.29804
102486,2488,887,18.2,19.2536,0.459511,320.148
102487,2489,43,3,1.22469,0.778334,46.7702
102489,2491,2633,2.8,2.5815,0.301809,609.128
102490,2492,1628,-11.6,-11.9996,0.316913,577.928
102491,2493,53,-10.8,-10.3193,0.778334,43.9179
102494,2496,119,-12.6,-13.7313,0.778334,47.2458
102496,2498,1017,-12.2,-12.5729,0.427184,373.616
102497,2499,24,-10.6,-10.0564,0.790501,40.1946
102499,2501,5844,-2.2,-2.15945,0.0257941,1528.5
102500,2502,2938,-6.8,-7.24773,0.193721,882.8
102501,2503,5306,7.6,8.56894,0.0465964,1428.26
102502,2504,1743,3.6,3.70812,0.318663,574.37
102504,2506,552,-13,-13.7623,0.574951,181.292
102507,2509,958,11.8,12.9686,0.444054,346.068
102509,2511,388,-7.8,-7.62335,0.574951,180.12
102510,2512,598,7.2,7.40303,0.519703,240.259
102511,2513,15,12.4,9.4913,0.965137,5.86375
102512,2514,32,-3,-3.61852,0.91021,14.0953
102514,2516,3505,-11.8,-12.4188,0.184556,913.01
102516,2518,560,-5.6,-5.61929,0.545641,213.306
102518,2520,64,-32.4,-29.6213,0.749635,58.1237
102519,2521,761,6.6,6.98092,0.541805,217.73
102520,2522,107,-10.2,-10.1456,0.817226,32.4146
102522,2524,940,2.6,2.72242,0.50012,266.979
102523,2525,2295,-20.6,-21.8585,0.328582,554.123
102525,2527,4649,-10.4,-11.0923,0.0921013,1230.39
102528,2530,3301,6,6.27434,0.168697,960.603
102529,2531,5099,-4,-3.98785,0.112374,1157.53
102530,2532,1,0,5.78544,1,2.9695
102532,2534,1645,-8.2,-8.40106,0.379705,453.671
102533,2535,549,2,2.14948,0.583073,175.198
102534,2536,1232,-6,-6.71409,0.465289,314.463
102535,2537,252,2.8,3.74485,0.715478,73.0977
102536,2538,4,0,-10.6369,1,3.84867
102537,2539,3334,-17,-18.1631,0.203705,855.562
102538,2540,1929,-1.8,-1.91566,0.307186,597.975
102540,2542,3825,-14.4,-15.2311,0.144637,1041.89
102542,2544,1409,1,0.275002,0.356704,496.661
102543,2545,385,5.8,5.67191,0.641466,120.114
102544,2546,835,5.6,5.075,0.438869,354.166
102545,2547,1330,16.2,16.8866,0.388886,436.786
102547,2549,556,-13.4,-14.1071,0.609043,149.947
102548,2550,1690,0.4,0.129502,0.427184,373.321
102551,2553,283,-7.6,-7.5579,0.749635,56.5843
102552,2554,1324,-10.4,-10.9472,0.403445,414.057
102553,2555,63,-2.8,-4.58017,0.817226,34.2277
102554,2556,800,-28,-29.9857,0.427184,372.006
102555,2557,6540,-1.4,-1.32698,0.0416366,1451.95
102556,2558,187,-7.8,-8.14586,0.831945,29.7541
102558,2560,3998,-18.2,-18.8168,0.120752,1124.82
102559,2561,169,-2.8,-3.2003,0.731866,65.8847
102560,2562,610,-4.4,-4.35351,0.583073,173.802
102561,2563,1466,10.2,10.8235,0.379705,454.009
102562,2564,2596,-14.2,-14.8265,0.231409,780.427
102564,2566,0,0,-4.76736,1,2.37163
102565,2567,270,13.8,15.6547,0.778334,46.7113
102566,2568,796,-3.4,-3.36379,0.475899,298.142
102567,2569,5866,4,4.61736,0.0355211,1480.58
102568,2570,1382,-24.6,-26.3616,0.358742,492.01
102569,2571,416,-8,-8.20949,0.622622,139.541
102570,2572,2593,-8.4,-9.4924,0.274618,673.599
102571,2573,373,-22.2,-23.2671,0.687036,89.4826
102572,2574,4731,3.2,3.47436,0.0783776,1287.55
102574,2576,6236,-6,-6.29022,0.0595496,1371.81
102575,2577,3419,4.8,5.01236,0.193721,886.165
102576,2578,147,2.6,2.50143,0.817226,32.0009
102577,2579,765,0.4,-0.347327,0.484808,284.96
102580,2582,3,0,2.75079,0.888188,19.4897
102582,2584,432,18,19.4582,0.574951,181.786
102583,2585,4085,5.8,6.06113,0.129725,1093.45
102584,2586,0,0,-10.282,0.91021,14.0277
102588,2590,2127,-5.2,-5.56191,0.284715,647.808
102591,2593,866,5.2,5.8462,0.534181,225.525
102597,2599,344,5,5.68691,0.68145,93.7814
102598,2600,145,-13,-13.8239,0.935539,9.09167
102600,2602,383,-17,-18.9344,0.613602,145.307
102601,2603,1,0,3.09661,0.965137,7.95833
102602,2604,464,9.4,10.0826,0.583073,171.887
102605,2607,174,-16.2,-17.2436,0.758286,53.4333
102606,2608,90,-8.4,-9.34664,0.768126,51.8521
102607,2609,3529,-0.4,-0.280043,0.210895,834.784
102611,2613,3,0,-7.98818,0.935539,11.3915
102614,2616,3689,-3.6,-3.88173,0.18332,916.963
102615,2617,441,-20.2,-21.4208,0.632606,129.106
102620,2622,230,-20.8,-22.2606,0.740389,61.2483
102621,2623,52,7.6,9.0789,1,3.29309
102626,2628,1606,-9.2,-10.1763,0.281296,656.079
102627,2629,5112,1.08247e-15,0.428015,0.0783776,1288.45
102629,2631,34,-6,-6.57016,1,1.97731
102630,2632,20,4.8,4.87388,0.965137,4.33266
102631,2633,3518,13.2,13.6944,0.139051,1060.87
102633,2635,5673,-13.8,-14.2357,0.0659058,1343.74
102634,2636,6664,1.4,1.62352,0.026693,1524.14
102635,2637,2366,7.4,7.73523,0.271199,679.908
102637,2639,1634,-10.8,-11.3648,0.393926,429.283
102638,2640,1752,5.4,5.6211,0.393926,428.067
102644,2646,1144,-22.2,-23.8292,0.459511,320.404
102645,2647,107,5,4.74964,0.790501,41.2684
102649,2651,3261,11,11.7359,0.216834,820.283
102651,2653,3373,-4.6,-4.86186,0.184556,911.583
102652,2654,502,-9.6,-10.8015,0.591323,163.777
102654,2656,335,6.2,6.67554,0.675591,96.3192
102656,2658,1205,-8.4,-8.92673,0.431598,364.479
102657,2659,6708,3.8,4.43973,0.0146707,1591.25
102658,2660,553,-15.6,-17.386,0.570874,186.367
102660,2662,238,7,7.44002,0.574951,183.424
102663,2665,4955,-7,-7.62054,0.0720695,1314.55
102667,2669,524,14.2,14.8789,0.530601,228.034
102671,2673,4051,-9,-9.40551,0.155118,1005.64
102672,2674,155,-17.2,-18.911,0.831945,30.2185
102673,2675,346,7,6.90507,0.578931,175.845
102674,2676,114,-1.6,-2.37265,0.831945,28.6707
102675,2677,42,-10.8,-8.93746,0.91021,14.2195
102678,2680,964,14.2,14.8212,0.459511,322.571
102679,2681,4876,-3.2,-3.66113,0.10361,1188.46
102681,2683,676,-11.8,-12.2948,0.556299,200.363
102683,2685,182,-12,-12.524,0.803246,37.0255
102685,2687,18,7,6.56616,0.965137,7.31943
102686,2688,53,17.8,20.0657,0.866583,22.2134
102688,2690,939,-8.4,-9.2343,0.470699,303.855
102690,2692,2996,5.6,6.00013,0.220815,809.747
102691,2693,997,-10.6,-11.9633,0.451646,332.916
102692,2694,262,-16.2,-17.2992,0.675591,97.5959
102693,2695,252,-6,-5.6408,0.723664,68.3739
102694,2696,269,-11.4,-10.5361,0.723664,69.3743
102697,2699,1638,-6.4,-6.87942,0.362996,483.504
102700,2702,436,-10,-10.7918,0.595801,159.83
102701,2703,506,-5.6,-6.45879,0.538274,220.38
102702,2704,5692,3.4,3.89524,0.0365965,1473.67
102706,2708,115,-1.8,-2.24592,0.768126,50.6329
102707,2709,212,-12.6,-12.351,0.715478,75.3976
102708,2710,1910,6.4,6.45658,0.294811,626.006
102709,2711,306,-1.2,-1.27517,0.803246,36.6798
102710,2712,2746,0.2,0.130265,0.245213,744.9
102711,2713,2246,6.8,8.01817,0.324345,561.397
102713,2715,206,-3.2,-3.7912,0.583073,173.523
102716,2718,1510,-1.4,-1.53336,0.379705,455.057
102718,2720,150,-6,-4.81702,0.723664,71.1883
102719,2721,139,6.8,5.87005,0.790501,41.0494
102723,2725,481,13.2,13.6289,0.566925,190.123
102724,2726,76,-5,-5.07262,0.758286,52.2867
102728,2730,717,-5.2,-5.70937,0.556299,199.784
102729,2731,2,0,-2.72081,0.965137,5.37842
102730,2732,1570,2.2,2.03434,0.334104,539.951
102731,2733,167,-1.8,-2.21582,0.707998,77.4966
102732,2734,571,-5.4,-5.47119,0.545641,213.161
102733,2735,5313,-4,-3.83385,0.0700631,1325.33
102734,2736,822,-1.2,-2.25981,0.487697,280.672
102735,2737,3484,0.8,0.958486,0.192437,886.63
102737,2739,3394,-13.6,-14.4605,0.170848,952.987
102738,2740,940,-13,-13.3471,0.468034,310.436
102742,2744,152,-16.6,-18.3736,0.715478,73.2524
102745,2747,1495,-23.4,-24.4225,0.328582,553.618
102746,2748,0,0,-4.90989,0.965137,4.22042
102749,2751,4432,-5.8,-6.21627,0.129725,1092.9
102752,2754,410,6.6,7.30085,0.670086,103.118
102754,2756,2,0,-9.97918,1,2.62943
102760,2762,34,-14,-13.8594,0.803246,39.5766
102762,2764,466,-1.8,-2.60028,0.595801,162.089
102764,2766,1272,6.6,7.3389,0.470699,306.074
102765,2767,3929,-11,-10.9446,0.160094,987.072
102766,2768,3863,-8,-8.54527,0.153946,1006.07
102768,2770,102,-23,-23.3265,0.790501,41.4605
102772,2774,1122,5.2,5.14803,0.530601,231.443
102773,2775,249,-10.6,-15.1857,0.731866,67.0161
102774,2776,118,8.6,9.7266,0.790501,40.179
102775,2777,806,-14,-15.2038,0.574951,182.653
102776,2778,676,-19.6,-20.3015,0.591323,163.989
102777,2779,45,3.2,4.18496,0.888188,18.8053
102782,2784,6179,-13,-13.5119,0.0161153,1581.95
102783,2785,296,-11.4,-12.1732,0.715478,73.3256
102785,2787,4,0,-14.2278,1,2.97383
102786,2788,2018,-2.2,-2.07079,0.330476,550.244
102787,2789,5342,1.8,2.45333,0.11125,1157.75
102788,2790,20,0,-16.0642,1,1.34351
102789,2791,61,-3.8,-5.14801,0.91021,13.9363
102790,2792,307,-21.8,-22.4145,0.701,81.7593
102791,2793,118,-0.8,-2.36,0.817226,33.2914
102792,2794,3973,5.6,6.01435,0.126338,1102.48
102793,2795,827,-1.8,-2.45072,0.484808,285.723
102796,2798,5421,10.4,10.6205,0.0559381,1388.22
102797,2799,720,2.8,2.86616,0.541805,219.365
102798,2800,1287,1,1.155,0.401037,415.723
102800,2802,2328,-11,-11.8417,0.298567,617.102
102801,2803,3619,-11.4,-11.7826,0.164058,977.952
102802,2804,38,3.2,4.48096,0.965137,6.86764
102803,2805,4512,-4.8,-4.82671,0.141394,1052.96
102804,2806,3898,-19.2,-20.0319,0.127462,1099.91
102805,2807,195,1.2,1.15552,0.670086,100.195
102806,2808,3159,-20.8,-21.3665,0.193721,883.139
102811,2813,209,-11,-12.9138,0.687036,89.5327
102812,2814,68,-34,-30.1774,0.790501,42.233
102818,2820,955,-11,-11.208,0.490763,275.97
102819,2821,228,-22.2,-24.5648,0.694275,84.3433
102820,2822,74,-3.8,-2.60481,0.790501,42.6089
102822,2824,284,-6.4,-6.88813,0.641466,120.033
102823,2825,1182,7.2,7.17451,0.484808,284.786
102824,2826,4261,4,4.55108,0.108971,1166.8
102825,2827,860,-7,-7.6052,0.473379,299.479
102827,2829,316,-11,-10.8397,0.647181,116.3
102832,2834,0,0,-2.03071,0.91021,14.3562
102833,2835,43,8.8,10.7403,0.848012,26.1234
102834,2836,40,-16,-15.1925,0.866583,22.1405
102836,2838,12,2.4,2.70843,0.848012,27.4933
102839,2841,25,15,14.7961,0.866583,23.6997
102840,2842,1888,-11.8,-12.7562,0.352354,504.357
102841,2843,3962,-7.6,-8.11846,0.148023,1028.35
102842,2844,400,4.4,5.25,0.574951,181.261
102843,2845,54,-16.2,-17.5243,0.848012,25.3968
102845,2847,156,-1.4,-1.63695,0.701,81.9595
102847,2849,437,13.8,14.6267,0.559654,198.395
102848,2850,2,0,-18.3037,1,1.15013
102851,2853,2167,-3.8,-3.93145,0.248712,735.354
102852,2854,1307,-1.2,-1.79877,0.417666,390.221
102853,2855,154,-8.4,-9.53421,0.715478,75.6311
102856,2858,2561,-7.6,-8.60355,0.264667,698.473
102859,2861,2046,-3,-2.90976,0.344585,519.177
102860,2862,10,-2.8,-0.630915,0.965137,6.09863
102862,2864,4478,3.2,3.41025,0.0863389,1253.57
102863,2865,4,0,-3.78909,0.965137,5.14762
102864,2866,252,1.8,1.87106,0.604501,152.749
102866,2868,5005,10.2,10.7159,0.0994366,1204.98
102868,2870,4050,0.6,0.92488,0.149227,1023.8
102869,2871,1012,-12.6,-13.1907,0.438869,353.967
102871,2873,301,-9.6,-9.82177,0.675591,96.061
102872,2874,2736,8.8,9.1639,0.173577,944.314
102873,2875,78,-2.6,-3.94764,0.758286,52.9558
102876,2878,35,9.6,29.4821,0.935539,10.6846
102878,2880,563,-5.6,-6.40396,0.618257,143.593
102879,2881,220,-4.8,-4.12108,0.687036,90.7825
102881,2883,3,0,8.67851,1,2.61526
102882,2884,941,-5.4,-5.54209,0.431598,365.354
102883,2885,3512,0.8,0.928324,0.173577,945.593
102886,2888,163,-10,-10.3063,0.701,80.5616
102888,2890,36,6.6,8.36017,0.866583,22.4764
102889,2891,2273,1.6,1.82867,0.248712,736.161
102890,2892,1410,7.8,8.08467,0.420025,384.792
102891,2893,25,0,-6.32451,1,3.12834
102893,2895,13,0,5.90162,0.935539,8.9998
102895,2897,4259,-9.4,-10.0091,0.105857,1181.05
102896,2898,660,-8.4,-8.40808,0.429271,369.607
102897,2899,315,-4.4,-4.86428,0.670086,100.086
102898,2900,365,17.4,17.8875,0.641466,119.912
102899,2901,88,-13,-13.5582,0.790501,41.2984
102900,2902,1,0,-6.9257,1,1.68835
102901,2903,1710,-3.6,-4.50901,0.350315,509.336
102902,2904,2629,-12.8,-13.7809,0.261328,705.487
102903,2905,0,0,12.956,1,2.2402
102905,2907,1622,7.2,7.59291,0.384488,445.234
102906,2908,6928,-6.6,-6.39771,0.0194058,1562.54
102907,2909,3858,1.08247e-15,-0.348686,0.164058,977.248
102908,2910,240,-9.6,-10.582,0.652718,114.899
102911,2913,2273,20.2,21.1798,0.212324,831.889
102915,2917,1802,-17.6,-17.9478,0.315051,579.16
102916,2918,292,-1.4,-2.752,0.636956,124.051
102917,2919,1267,4.4,4.34438,0.396302,426.433
102918,2920,2875,33.8,-31.7023,0.261328,703.485
102919,2921,314,-11.8,-12.9461,0.583073,171.815
102921,2923,4937,-7,-7.27358,0.0746697,1302.35
102922,2924,110,-3.4,-1.93529,0.768126,49.7198
102924,2926,6179,-5.6,-5.71368,0.060625,1366.76
102926,2928,91,-3.4,-2.50035,0.817226,33.5266
102928,2930,727,-0.8,-0.815315,0.509623,253.666
102932,2934,2059,-3.6,-4.54076,0.313045,584.77
102934,2936,61,-6.4,-6.97339,0.848012,24.3741
102936,2938,197,8,6.42252,0.831945,28.1266
102937,2939,707,-12.8,-13.7798,0.51622,245.689
102938,2940,1247,6,6.41183,0.388886,435.322
102941,2943,125,-14.6,-15.5258,0.740389,61.5872
102943,2945,849,-12.8,-14.018,0.473379,301.955
102944,2946,1213,-2.4,-2.11826,0.50622,256.914
102955,2957,394,-9.8,-10.0184,0.68145,92.788
102956,2958,4,0,-6.75374,1,0.984241
102957,2959,5830,3.2,3.3339,0.0615078,1364.56
102958,2960,0,0,-4.03492,0.965137,5.36378
102959,2961,4807,-22.6,-23.2422,0.0615078,1361.28
102960,2962,3299,-16.6,-17.7854,0.175134,941.447
102962,2964,1782,3.6,3.81304,0.344585,519.721
102963,2965,4938,2.4,2.74281,0.0912345,1234.96
102964,2966,136,-12.4,-13.143,0.723664,71.7582
102965,2967,867,-9.2,-10.5718,0.47874,293.414
102966,2968,4920,-10.2,-10.3538,0.033932,1485.67
