index,event,NClus,foundZ,trueZ,chargeSum,centrality
101353,1355,3824,nan,-1.04314,880.723,nan
101355,1357,2901,nan,-17.9245,742.207,nan
101356,1358,3696,nan,-20.6824,1008.14,nan
101358,1360,1731,nan,-2.37415,456.174,nan
101361,1363,180,nan,11.3884,44.7686,nan
101363,1365,3831,nan,-16.5839,1002.8,nan
101364,1366,1276,nan,-16.1414,395.444,nan
101365,1367,85,nan,-8.0859,69.5111,nan
101366,1368,2347,nan,-5.2888,591.597,nan
101369,1371,1,nan,-12.6599,6.3004,nan
101370,1372,0,nan,2.26029,17.5218,nan
101371,1373,66,nan,-13.4425,11.1396,nan
101372,1374,1683,nan,-10.5358,533.139,nan
101373,1375,150,nan,7.29574,58.847,nan
101374,1376,6122,nan,-1.37478,1456.05,nan
101375,1377,3179,nan,-6.77159,914.684,nan
101377,1379,0,nan,-6.74607,2.93167,nan
101378,1380,404,nan,-2.77665,75.334,nan
101379,1381,1008,nan,5.89278,252.408,nan
101380,1382,402,nan,6.5866,176.847,nan
101383,1385,2666,nan,-18.1723,785.92,nan
101384,1386,264,nan,6.53652,190.747,nan
101385,1387,1761,nan,-5.53737,402.016,nan
101386,1388,205,nan,-14.1333,149.1,nan
101387,1389,182,nan,-11.0442,62.0898,nan
101389,1391,346,nan,-1.27189,112,nan
101390,1392,2404,nan,-10.6336,649.449,nan
101391,1393,1034,nan,-13.0932,258.802,nan
101392,1394,5746,nan,6.3726,1378.21,nan
101393,1395,5612,nan,-14.0664,1425.68,nan
101394,1396,4261,nan,14.3853,1148.97,nan
101395,1397,52,nan,15.2556,34.7826,nan
101396,1398,6944,nan,-1.36263,1468.84,nan
101397,1399,1425,nan,0.466378,533.809,nan
101398,1400,223,nan,12.1563,55.7419,nan
101400,1402,164,nan,2.23935,94.1108,nan
101403,1405,401,nan,9.56345,185.249,nan
101404,1406,9,nan,-30.1353,9.18591,nan
101405,1407,4763,nan,-17.1267,1339.68,nan
101406,1408,579,nan,-24.3242,225.079,nan
101407,1409,866,nan,2.86639,345.255,nan
101408,1410,145,nan,0.122871,62.418,nan
101410,1412,0,nan,-20.2519,5.26562,nan
101411,1413,96,nan,1.15788,12.3746,nan
101413,1415,255,nan,10.5218,92.3043,nan
101414,1416,253,nan,-8.01131,112.644,nan
101415,1417,3976,nan,2.14065,1075.44,nan
101416,1418,6262,nan,-2.08751,1369.17,nan
101418,1420,46,nan,0.603644,42.145,nan
101419,1421,1533,nan,-35.6754,512.759,nan
101420,1422,2287,nan,-10.0759,759.414,nan
101421,1423,434,nan,-17.0671,117.138,nan
101422,1424,102,nan,-19.8707,66.6787,nan
101423,1425,698,nan,-6.96164,220.719,nan
101425,1427,116,nan,-9.79438,47.0349,nan
101427,1429,7236,nan,1.52478,1565.98,nan
101428,1430,1248,nan,-5.6225,342.799,nan
101430,1432,2983,nan,-21.3905,919.157,nan
101432,1434,2267,nan,0.748697,597.161,nan
101434,1436,3264,nan,10.8272,829.305,nan
101435,1437,1681,nan,3.64354,543.216,nan
101436,1438,337,nan,-20.0584,128.931,nan
101438,1440,6049,nan,-2.92181,1491.42,nan
101442,1444,805,nan,-32.9381,338.824,nan
101443,1445,2301,nan,-8.29158,642.55,nan
101445,1447,3947,nan,3.70682,1136.08,nan
101446,1448,3039,nan,-21.1759,802.755,nan
101448,1450,3425,nan,-7.18648,862.897,nan
101449,1451,77,nan,-5.60872,52.655,nan
101451,1453,2294,nan,-2.01851,702.89,nan
101454,1456,22,nan,8.73034,28.5787,nan
101455,1457,25,nan,-17.2254,11.1493,nan
101456,1458,1758,nan,-19.5765,515.942,nan
101459,1461,2463,nan,-2.99558,675.776,nan
101464,1466,180,nan,12.5497,54.8588,nan
101469,1471,171,nan,-0.926779,63.5519,nan
101471,1473,74,nan,-2.40534,6.79227,nan
101473,1475,1789,nan,0.091166,428.631,nan
101474,1476,4357,nan,2.39856,966.931,nan
101476,1478,812,nan,-15.976,278.419,nan
101477,1479,50,nan,9.88737,23.1432,nan
101479,1481,1052,nan,-11.7052,327.105,nan
101481,1483,387,nan,6.88643,178.81,nan
101482,1484,1484,nan,-13.3336,442.952,nan
101483,1485,3202,nan,5.65351,942.642,nan
101486,1488,4754,nan,6.63018,1183.12,nan
101488,1490,272,nan,12.7951,71.708,nan
101489,1491,341,nan,-6.88858,120.414,nan
101490,1492,5,nan,6.76197,0.80889,nan
101492,1494,156,nan,11.4054,19.6921,nan
101493,1495,6222,nan,1.48928,1432.69,nan
101494,1496,1447,nan,-12.6528,423.179,nan
101495,1497,5616,nan,10.0221,1413.17,nan
101496,1498,394,nan,-5.48761,107.983,nan
101497,1499,7124,nan,7.32596,1461.63,nan
101498,1500,304,nan,-0.0764723,59.0791,nan
101502,1504,17,nan,-9.40825,17.2658,nan
101505,1507,4890,nan,-31.0751,1316.51,nan
101507,1509,311,nan,-24.7279,123.363,nan
101508,1510,3,nan,-34.0217,8.50317,nan
101509,1511,1615,nan,-1.63214,427.251,nan
101511,1513,81,nan,-1.98402,26.2148,nan
101514,1516,4438,nan,-9.26921,1097.71,nan
101515,1517,1802,nan,3.06992,517.583,nan
101516,1518,1153,nan,-24.573,418.518,nan
101519,1521,147,nan,3.37291,77.8918,nan
101523,1525,0,nan,24.9906,17.602,nan
101525,1527,844,nan,6.23283,167.339,nan
101527,1529,5114,nan,1.07031,1194.16,nan
101528,1530,2579,nan,5.26556,794.498,nan
101529,1531,5054,nan,4.46245,1283.74,nan
101530,1532,3599,nan,-20.1894,977.36,nan
101532,1534,41,nan,6.19407,26.8385,nan
101534,1536,289,nan,-14.702,102.936,nan
101535,1537,118,nan,-6.19812,59.9038,nan
101538,1540,1980,nan,-4.32629,522.369,nan
101542,1544,282,nan,-4.83931,58.1757,nan
101547,1549,5353,nan,-3.1824,1485.47,nan
101548,1550,23,nan,3.16968,9.80941,nan
101549,1551,1586,nan,-15.1101,510.4,nan
101550,1552,362,nan,-6.40434,142.569,nan
101552,1554,5369,nan,4.0867,1384.72,nan
101554,1556,5023,nan,-0.191194,1147.12,nan
101555,1557,85,nan,-10.0628,20.6312,nan
101557,1559,6,nan,-11.6253,12.5584,nan
101559,1561,1179,nan,-4.45386,405.857,nan
101560,1562,2121,nan,14.2288,606.465,nan
101564,1566,5,nan,4.08387,1.78856,nan
101565,1567,353,nan,6.71786,97.9183,nan
101570,1572,1163,nan,-8.63638,383.019,nan
101571,1573,518,nan,-1.4907,112.349,nan
101573,1575,292,nan,2.36595,110.346,nan
101575,1577,4,nan,-19.1451,13.2439,nan
101576,1578,80,nan,0.0740349,16.1574,nan
101577,1579,6691,nan,-2.08747,1565.8,nan
101578,1580,147,nan,13.4193,58.6299,nan
101579,1581,44,nan,-15.3583,59.8361,nan
101580,1582,458,nan,6.48888,173.349,nan
101582,1584,16,nan,-7.27328,8.26276,nan
101584,1586,170,nan,-8.12674,74.8454,nan
101585,1587,3472,nan,-3.87135,772.884,nan
101587,1589,254,nan,-1.90348,106.515,nan
101589,1591,138,nan,15.0125,98.1984,nan
101591,1593,2178,nan,-7.44432,582.456,nan
101593,1595,4082,nan,8.14829,1147.19,nan
101595,1597,5684,nan,-1.5674,1248.59,nan
101597,1599,971,nan,-6.52073,309.553,nan
101598,1600,836,nan,-14.0634,251.487,nan
101601,1603,2383,nan,12.9869,683.215,nan
101602,1604,156,nan,-9.18869,30.9639,nan
101603,1605,14,nan,2.95738,4.20304,nan
101604,1606,778,nan,9.87543,237.256,nan
101605,1607,1,nan,-27.2281,16.5796,nan
101606,1608,966,nan,-14.4003,282.446,nan
101607,1609,376,nan,-7.67541,149.85,nan
101609,1611,4612,nan,-2.42889,1213.2,nan
101610,1612,88,nan,-2.64264,25.6923,nan
101611,1613,3474,nan,1.12572,1052.92,nan
101612,1614,277,nan,-16.6955,106.755,nan
101614,1616,1,nan,-14.1294,7.17137,nan
101616,1618,4620,nan,-5.51355,1258.43,nan
101618,1620,0,nan,-28.7695,1.56738,nan
101621,1623,1,nan,7.03854,1.94183,nan
101623,1625,3006,nan,-10.2778,782.458,nan
101628,1630,3197,nan,-12.4772,908.583,nan
101629,1631,2446,nan,-7.15874,750.914,nan
101630,1632,6061,nan,-15.3713,1444.64,nan
101631,1633,1476,nan,-1.45347,474.199,nan
101633,1635,973,nan,-5.84477,289.272,nan
101636,1638,15,nan,-9.38438,25.5009,nan
101637,1639,29,nan,26.1142,26.2192,nan
101638,1640,2137,nan,-6.98979,563.631,nan
101640,1642,4483,nan,-17.4118,1108.87,nan
101641,1643,1195,nan,-4.45312,366.297,nan
101642,1644,1,nan,-7.26643,1.05906,nan
101644,1646,1331,nan,-2.38006,430.726,nan
101647,1649,306,nan,-3.34998,135.838,nan
101648,1650,5617,nan,-16.3302,1469.13,nan
101649,1651,890,nan,4.58624,271.523,nan
101650,1652,1998,nan,5.10508,610.231,nan
101652,1654,3434,nan,-25.1652,1020.27,nan
101653,1655,288,nan,-14.1798,99.8103,nan
101655,1657,792,nan,3.56903,256.133,nan
101656,1658,308,nan,16.642,140.165,nan
101657,1659,309,nan,-7.67012,79.1925,nan
101659,1661,35,nan,-1.12989,11.152,nan
101660,1662,6056,nan,-9.11052,1498.61,nan
101661,1663,977,nan,15.2923,372.657,nan
101662,1664,3124,nan,17.6932,927.216,nan
101664,1666,497,nan,-7.25017,192.965,nan
101665,1667,132,nan,9.52869,12.8069,nan
101666,1668,904,nan,-2.71195,373.885,nan
101668,1670,49,nan,-7.1389,21.575,nan
101669,1671,47,nan,-11.8522,9.9214,nan
101672,1674,4,nan,6.28007,6.84248,nan
101673,1675,2928,nan,-9.75426,817.749,nan
101674,1676,38,nan,-7.64512,35.6549,nan
101675,1677,1382,nan,9.66351,360.723,nan
101676,1678,1270,nan,-7.37566,335.893,nan
101678,1680,4642,nan,5.30225,1193.82,nan
101680,1682,28,nan,-5.26556,19.0798,nan
101681,1683,822,nan,10.1743,316.832,nan
101682,1684,1,nan,-2.67837,5.31587,nan
101683,1685,4945,nan,-4.92551,1330.51,nan
101684,1686,2850,nan,-1.86188,930.685,nan
101685,1687,1078,nan,0.398872,378.976,nan
101686,1688,3,nan,1.81633,13.6128,nan
101688,1690,46,nan,-5.11906,14.829,nan
101689,1691,147,nan,5.41316,97.1094,nan
101690,1692,2305,nan,-5.65022,566.854,nan
101691,1693,14,nan,11.5399,28.8686,nan
101692,1694,178,nan,-11.2147,33.7723,nan
101695,1697,190,nan,-9.67291,72.8574,nan
101696,1698,73,nan,-4.56863,50.5135,nan
101698,1700,3511,nan,-6.99722,1065.61,nan
101700,1702,172,nan,-10.283,64.4221,nan
101701,1703,1306,nan,-9.75276,378.761,nan
101704,1706,87,nan,-16.7208,48.7606,nan
101705,1707,1080,nan,-4.61754,313.489,nan
101707,1709,6366,nan,4.39199,1486.97,nan
101708,1710,852,nan,-30.1051,374.825,nan
101709,1711,359,nan,-3.93489,147.739,nan
101710,1712,2267,nan,-2.82808,714.322,nan
101711,1713,4851,nan,-32.289,1515.27,nan
101714,1716,637,nan,-16.4313,206.083,nan
101715,1717,415,nan,11.2084,219.108,nan
101716,1718,4643,nan,2.40356,1167.63,nan
101717,1719,1569,nan,-12.8085,487.949,nan
101718,1720,1,nan,-7.76649,31.7859,nan
101719,1721,2048,nan,-14.639,513.374,nan
101720,1722,1536,nan,3.66705,510.118,nan
101721,1723,1047,nan,-2.55089,331.344,nan
101723,1725,5254,nan,-6.54993,1270.28,nan
101724,1726,1879,nan,-11.4313,534.791,nan
101725,1727,2031,nan,5.20258,777.65,nan
101726,1728,1187,nan,-17.5779,499.468,nan
101727,1729,2678,nan,-4.0804,695.377,nan
101728,1730,2498,nan,-3.25841,756.059,nan
101729,1731,518,nan,-8.96399,107.558,nan
101731,1733,45,nan,-22.6232,16.0193,nan
101732,1734,20,nan,9.32822,9.84824,nan
101733,1735,897,nan,-7.32641,295.815,nan
101734,1736,113,nan,4.52838,56.3885,nan
101736,1738,2724,nan,-0.738269,826.661,nan
101737,1739,2972,nan,-24.6217,901.132,nan
101738,1740,2814,nan,-10.672,741.512,nan
101739,1741,225,nan,-7.93245,48.3187,nan
101740,1742,358,nan,-12.8852,112.466,nan
101742,1744,1623,nan,-10.2266,346.863,nan
101743,1745,3143,nan,0.855233,989.909,nan
101744,1746,3529,nan,-22.5624,1019.24,nan
101745,1747,5781,nan,5.88778,1443.82,nan
101748,1750,27,nan,-11.5016,17.1504,nan
101750,1752,196,nan,-13.1344,113.379,nan
101751,1753,2,nan,-24.049,13.7728,nan
101753,1755,728,nan,9.03727,161.029,nan
101755,1757,1690,nan,-9.718,579.765,nan
101757,1759,5,nan,14.4718,8.34506,nan
101758,1760,101,nan,-3.3658,37.8443,nan
101759,1761,4153,nan,-6.72929,1041.3,nan
101760,1762,2414,nan,5.16625,682.982,nan
101763,1765,5071,nan,-4.16412,1081.93,nan
101765,1767,947,nan,-13.0911,247.646,nan
101767,1769,4823,nan,-7.14366,1127.18,nan
101768,1770,0,nan,10.9626,14.5118,nan
101771,1773,59,nan,1.68868,48.8696,nan
101772,1774,292,nan,7.06479,86.4161,nan
101774,1776,4691,nan,-9.3872,1034.02,nan
101775,1777,606,nan,-19.5584,216.56,nan
101776,1778,3751,nan,-3.92574,841.604,nan
101779,1781,1204,nan,10.7834,375.225,nan
101780,1782,1672,nan,-19.8889,434.407,nan
101781,1783,3363,nan,-11.0155,894.593,nan
101782,1784,3581,nan,-5.54734,896.075,nan
101784,1786,739,nan,5.64297,279.592,nan
101785,1787,110,nan,-2.38147,23.5694,nan
101786,1788,352,nan,8.87836,141.285,nan
101789,1791,5558,nan,-15.9008,1370.12,nan
101793,1795,281,nan,-13.1759,56.1976,nan
101795,1797,714,nan,-15.373,222.308,nan
101797,1799,698,nan,-4.36816,236.968,nan
101801,1803,101,nan,-7.80607,31.5213,nan
101802,1804,798,nan,4.10191,330.293,nan
101804,1806,157,nan,2.98265,18.5188,nan
101805,1807,1822,nan,2.26982,592.742,nan
101806,1808,4527,nan,-2.96244,1209.89,nan
101807,1809,5234,nan,-17.0616,1245.78,nan
101809,1811,726,nan,5.50998,151.245,nan
101811,1813,2178,nan,1.96118,622.078,nan
101813,1815,4989,nan,-15.7846,1323.11,nan
101814,1816,42,nan,-3.56492,20.6607,nan
101815,1817,1,nan,-5.92142,4.51839,nan
101820,1822,2827,nan,6.60826,870.163,nan
101821,1823,7135,nan,-2.56991,1544.34,nan
101823,1825,1596,nan,-37.1359,681.277,nan
101824,1826,3752,nan,0.369245,933.346,nan
101825,1827,5401,nan,-6.82946,1526.31,nan
101826,1828,151,nan,13.5853,38.1903,nan
101827,1829,2120,nan,-10.5947,705.542,nan
101828,1830,3329,nan,-4.57754,772.836,nan
101830,1832,295,nan,-23.3577,73.0906,nan
101831,1833,150,nan,7.53292,38.4152,nan
101833,1835,0,nan,-20.2611,3.25732,nan
101836,1838,61,nan,-21.305,27.2176,nan
101837,1839,388,nan,-8.08156,193.101,nan
101841,1843,4218,nan,-10.0921,1032.7,nan
101844,1846,11,nan,-16.6195,25.3049,nan
101846,1848,1412,nan,-14.7646,402.365,nan
101847,1849,881,nan,-17.1033,392.576,nan
101849,1851,91,nan,6.1302,30.1463,nan
101850,1852,112,nan,0.599699,52.5705,nan
101851,1853,2991,nan,-1.46213,789.675,nan
101852,1854,271,nan,-29.8259,96.0046,nan
101853,1855,167,nan,-0.643313,86.94,nan
101856,1858,108,nan,-9.27934,62.7243,nan
101857,1859,312,nan,3.31927,117.373,nan
101858,1860,21,nan,7.70205,7.22736,nan
101860,1862,3401,nan,-18.4185,807.947,nan
101861,1863,584,nan,-17.4771,223.558,nan
101862,1864,4203,nan,-3.51049,1123.22,nan
101864,1866,23,nan,-3.87167,17.0187,nan
101866,1868,1762,nan,-18.4099,591.528,nan
101869,1871,1418,nan,4.9548,388.683,nan
101874,1876,200,nan,-1.57182,70.4231,nan
101876,1878,2279,nan,-9.88531,751.306,nan
101877,1879,0,nan,-20.3823,3.70441,nan
101878,1880,635,nan,-2.88667,119.039,nan
101880,1882,707,nan,4.82452,235.83,nan
101886,1888,2787,nan,-37.3987,1064.5,nan
101888,1890,137,nan,2.74801,110.814,nan
101889,1891,906,nan,-5.80296,294.308,nan
101892,1894,343,nan,-16.8094,125.335,nan
101895,1897,34,nan,-12.3156,11.6661,nan
101896,1898,2728,nan,5.00377,781.746,nan
101897,1899,670,nan,-24.4264,244.444,nan
101900,1902,5846,nan,16.3862,1513.4,nan
101901,1903,1832,nan,-9.77306,501.422,nan
101904,1906,2657,nan,10.1136,778.464,nan
101906,1908,277,nan,6.21609,91.2442,nan
101908,1910,4590,nan,-3.20081,1077.73,nan
101909,1911,1080,nan,11.6656,390.205,nan
101910,1912,448,nan,-13.737,157.504,nan
101912,1914,1783,nan,4.38201,505.801,nan
101914,1916,220,nan,3.82928,55.8062,nan
101917,1919,1902,nan,-14.4569,480.352,nan
101918,1920,286,nan,-7.58524,77.4706,nan
101919,1921,14,nan,2.04463,9.41586,nan
101920,1922,2112,nan,1.1608,614.539,nan
101921,1923,3811,nan,-17.2202,1183.43,nan
101924,1926,1993,nan,2.20921,611.226,nan
101925,1927,5964,nan,16.4615,1539.24,nan
101926,1928,4189,nan,3.33362,891.643,nan
101928,1930,5208,nan,-5.80709,1285.39,nan
101930,1932,291,nan,-11.5903,136.974,nan
101931,1933,3544,nan,-3.71591,897.537,nan
101932,1934,3053,nan,-2.27036,739.312,nan
101933,1935,1335,nan,-17.3015,340.085,nan
101934,1936,2081,nan,-1.44023,557.82,nan
101936,1938,4618,nan,-6.83199,1113.3,nan
101937,1939,6226,nan,-3.55202,1551.07,nan
101938,1940,4838,nan,4.14684,1000.11,nan
101939,1941,103,nan,15.0192,35.8271,nan
101942,1944,13,nan,-9.44118,15.0509,nan
101943,1945,4920,nan,-1.76099,1253.27,nan
101946,1948,4215,nan,-2.69587,938.347,nan
101948,1950,556,nan,0.932499,100.497,nan
101952,1954,4815,nan,-9.10099,1158.05,nan
101953,1955,1509,nan,-5.4924,479.021,nan
101959,1961,4,nan,14.6729,3.13674,nan
101960,1962,3778,nan,-5.91141,972.76,nan
101961,1963,1,nan,-9.14154,1.08662,nan
101963,1965,855,nan,-9.86762,267.557,nan
101964,1966,7,nan,-13.3454,18.8653,nan
101965,1967,0,nan,-13.9887,18.5701,nan
101967,1969,215,nan,-10.1221,57.1559,nan
101968,1970,0,nan,4.17447,5.54276,nan
101969,1971,231,nan,-9.16547,103.197,nan
101970,1972,841,nan,-11.557,268.137,nan
101971,1973,3169,nan,1.77761,972.689,nan
101973,1975,1053,nan,-5.9744,395.08,nan
101977,1979,1372,nan,-7.65961,430.958,nan
101978,1980,1278,nan,1.44842,396.465,nan
101981,1983,3736,nan,8.47785,1006.17,nan
101986,1988,313,nan,-8.77006,79.9498,nan
101987,1989,1153,nan,3.54619,393.811,nan
101988,1990,699,nan,13.2828,295.357,nan
101991,1993,3058,nan,-6.23211,809.51,nan
101992,1994,117,nan,-18.959,46.1063,nan
101995,1997,22,nan,-9.20325,4.41362,nan
102001,2003,4001,nan,-12.4557,1170.35,nan
102002,2004,173,nan,-4.74882,52.7084,nan
102003,2005,3489,nan,-4.95255,993.797,nan
102006,2008,245,nan,-4.51642,101.45,nan
102007,2009,5406,nan,-8.33927,1221.59,nan
102009,2011,755,nan,6.22148,275.222,nan
102013,2015,1462,nan,-7.28563,407.454,nan
102016,2018,2243,nan,-16.8066,686.828,nan
102018,2020,5241,nan,-4.05765,1234.4,nan
102022,2024,1413,nan,1.54647,418.958,nan
102023,2025,3112,nan,-28.2328,939.556,nan
102024,2026,58,nan,6.06061,35.1374,nan
102025,2027,2618,nan,3.25927,537.219,nan
102026,2028,308,nan,-1.40646,52.5914,nan
102027,2029,827,nan,-8.45452,327.476,nan
102029,2031,379,nan,-19.7766,168.405,nan
102032,2034,2186,nan,-8.10099,625.224,nan
102033,2035,2480,nan,-9.79483,728.815,nan
102035,2037,44,nan,4.61278,39.8653,nan
102036,2038,159,nan,5.12219,74.939,nan
102037,2039,4056,nan,12.869,1097.48,nan
102038,2040,177,nan,-0.696491,70.1918,nan
102039,2041,1,nan,24.6411,2.96077,nan
102041,2043,1787,nan,3.61132,507.622,nan
102042,2044,552,nan,5.93617,170.697,nan
102043,2045,2020,nan,-3.71853,502.975,nan
102044,2046,2664,nan,-8.76452,832.594,nan
102046,2048,3916,nan,-20.2561,1235.31,nan
102047,2049,452,nan,0.279136,185.129,nan
102048,2050,511,nan,-2.36333,125.793,nan
102049,2051,4,nan,-6.08617,9.10657,nan
102050,2052,2311,nan,-9.85813,682.029,nan
102051,2053,2254,nan,2.76773,717.917,nan
102053,2055,3790,nan,-2.03579,910.31,nan
102054,2056,5353,nan,-10.7952,1280.61,nan
102055,2057,6331,nan,10.1647,1646.21,nan
102056,2058,6147,nan,-6.16157,1547.64,nan
102058,2060,2238,nan,9.11562,580.783,nan
102059,2061,1030,nan,-14.2474,324.758,nan
102060,2062,1917,nan,-7.19665,491.887,nan
102065,2067,59,nan,-2.9328,17.7357,nan
102066,2068,12,nan,0.502527,7.6455,nan
102068,2070,50,nan,14.7178,17.5279,nan
102071,2073,300,nan,-8.82304,138.711,nan
102072,2074,0,nan,9.65305,7.65092,nan
102074,2076,538,nan,9.15274,188.476,nan
102076,2078,1308,nan,4.70957,359.375,nan
102077,2079,85,nan,0.466029,35.0291,nan
102078,2080,457,nan,-10.7866,148.109,nan
102080,2082,5086,nan,-16.7287,1283.9,nan
102081,2083,163,nan,-4.7704,86.5597,nan
102083,2085,49,nan,-6.11982,21.649,nan
102084,2086,842,nan,-11.2067,282.081,nan
102086,2088,13,nan,17.2754,28.6573,nan
102087,2089,1871,nan,14.4564,483.005,nan
102089,2091,82,nan,-11.898,36.7673,nan
102092,2094,426,nan,5.21688,108.556,nan
102093,2095,31,nan,-4.00967,11.5924,nan
102097,2099,2852,nan,-16.608,868.595,nan
102098,2100,3362,nan,-2.61868,895.756,nan
102099,2101,1383,nan,13.5533,400.986,nan
102101,2103,68,nan,-25.0423,44.024,nan
102102,2104,392,nan,-2.38047,100.752,nan
102103,2105,23,nan,-1.38027,22.3305,nan
102105,2107,0,nan,-13.1553,2.87672,nan
102106,2108,128,nan,-4.37726,64.0045,nan
102107,2109,3777,nan,-17.4952,1104.47,nan
102108,2110,451,nan,-7.3848,209.801,nan
102110,2112,0,nan,2.19028,6.98625,nan
102111,2113,55,nan,-15.637,59.8912,nan
102112,2114,261,nan,1.32416,82.1268,nan
102113,2115,96,nan,-1.33363,17.8982,nan
102116,2118,2314,nan,-10.32,621.449,nan
102117,2119,191,nan,3.59726,46.2504,nan
102118,2120,1327,nan,10.6293,413.221,nan
102119,2121,1622,nan,2.50977,455.622,nan
102120,2122,1608,nan,-9.6768,462.388,nan
102124,2126,5463,nan,-3.44491,1341.56,nan
102125,2127,148,nan,5.33414,73.8596,nan
102132,2134,63,nan,2.93755,16.4916,nan
102135,2137,584,nan,-9.76682,224.949,nan
102137,2139,4388,nan,-17.9994,1201.3,nan
102139,2141,2486,nan,2.09753,747.067,nan
102140,2142,3107,nan,4.39764,941.766,nan
102142,2144,486,nan,-9.94479,100.382,nan
102147,2149,665,nan,3.4965,267.002,nan
102148,2150,2,nan,10.7277,13.6013,nan
102149,2151,203,nan,0.950309,83.5426,nan
102151,2153,0,nan,-17.0113,11.0227,nan
102155,2157,1807,nan,-1.61997,524.313,nan
102159,2161,0,nan,-22.2401,4.50556,nan
102163,2165,2363,nan,-22.4595,689.807,nan
102164,2166,34,nan,-3.05402,31.2508,nan
102170,2172,2845,nan,-3.78706,829.818,nan
102171,2173,2261,nan,-16.6472,722.148,nan
102172,2174,0,nan,6.78821,9.28486,nan
102176,2178,203,nan,-2.08582,73.2005,nan
102177,2179,2400,nan,21.4006,845.11,nan
102179,2181,109,nan,-8.59839,85.5552,nan
102180,2182,3308,nan,-2.3374,1081.59,nan
102182,2184,6286,nan,-6.9696,1568.75,nan
102186,2188,3882,nan,-4.14054,901.199,nan
102187,2189,42,nan,-9.77466,34.5498,nan
102188,2190,421,nan,-8.84454,159.19,nan
102190,2192,1166,nan,-11.9976,394.244,nan
102193,2195,4740,nan,-16.7321,1321.3,nan
102194,2196,2224,nan,-2.77625,602.764,nan
102195,2197,12,nan,5.06877,26.0395,nan
102196,2198,3905,nan,-0.0344236,1028.42,nan
102200,2202,4382,nan,-17.8908,1171.14,nan
102202,2204,837,nan,-12.7962,270.811,nan
102204,2206,868,nan,-9.63862,254.845,nan
102205,2207,548,nan,-9.65713,99.6651,nan
102207,2209,937,nan,7.03703,333.657,nan
102208,2210,2051,nan,-4.45521,661.703,nan
102209,2211,183,nan,-6.28025,23.2594,nan
102212,2214,606,nan,-1.40213,237.817,nan
102215,2217,5081,nan,-0.599297,1206.5,nan
102220,2222,479,nan,-12.8716,243.501,nan
102222,2224,2589,nan,11.9228,759.858,nan
102224,2226,262,nan,-2.00422,80.1423,nan
102226,2228,4,nan,-2.09821,28.43,nan
102232,2234,5424,nan,8.30649,1489.76,nan
102235,2237,4254,nan,-6.10707,975.016,nan
102236,2238,1128,nan,-4.67136,260.363,nan
102237,2239,6015,nan,2.06142,1530.94,nan
102241,2243,77,nan,-7.0461,28.5908,nan
102243,2245,6151,nan,13.6426,1616.68,nan
102244,2246,530,nan,11.6309,194.254,nan
102245,2247,0,nan,12.0722,6.671,nan
102248,2250,25,nan,-5.40909,18.5765,nan
102249,2251,68,nan,-7.91454,45.7512,nan
102250,2252,1560,nan,-0.320556,450,nan
102251,2253,2566,nan,-14.5975,702.45,nan
102253,2255,717,nan,-1.59209,237.427,nan
102254,2256,4999,nan,-1.60467,1257.33,nan
102257,2259,3960,nan,8.2127,1156.09,nan
102261,2263,643,nan,-18.3154,247.632,nan
102262,2264,123,nan,11.2212,47.732,nan
102263,2265,1,nan,0.0887947,3.6346,nan
102265,2267,6404,nan,12.9787,1603.87,nan
102266,2268,11,nan,6.63347,12.9952,nan
102267,2269,2,nan,-9.08536,2.27498,nan
102268,2270,56,nan,-20.1201,14.4193,nan
102269,2271,0,nan,6.942,3.11441,nan
102270,2272,526,nan,-11.3119,87.0488,nan
102272,2274,4009,nan,-7.68044,1122.24,nan
102273,2275,3679,nan,-6.37502,993.235,nan
102274,2276,150,nan,7.65014,58.2269,nan
102275,2277,7618,nan,-0.187367,1745.22,nan
102276,2278,92,nan,-19.6784,52.9805,nan
102279,2281,109,nan,0.856219,22.9003,nan
102281,2283,5036,nan,8.55988,1061.17,nan
102282,2284,66,nan,-21.8256,42.1492,nan
102285,2287,2040,nan,-5.46699,559.63,nan
102287,2289,5565,nan,-23.0364,1508.33,nan
102288,2290,935,nan,-0.278343,275.36,nan
102290,2292,2376,nan,-6.06784,645.848,nan
102291,2293,1726,nan,-0.692496,599.86,nan
102293,2295,810,nan,4.8248,229.868,nan
102295,2297,144,nan,-17.1742,54.9192,nan
102296,2298,385,nan,-8.60704,138.777,nan
102298,2300,216,nan,-14.5934,77.0487,nan
102299,2301,6276,nan,4.20595,1399.27,nan
102300,2302,400,nan,-1.28181,204.992,nan
102301,2303,1634,nan,-3.51426,454.695,nan
102303,2305,41,nan,-12.1755,13.797,nan
102307,2309,550,nan,13.1058,164.405,nan
102308,2310,8,nan,-4.68254,13.052,nan
102310,2312,5603,nan,-15.2687,1411.14,nan
102311,2313,4603,nan,1.6928,1140.24,nan
102312,2314,1313,nan,-14.3985,395.712,nan
102314,2316,3944,nan,15.95,1123.5,nan
102315,2317,341,nan,-6.67981,143.748,nan
102316,2318,2,nan,-3.76127,15.0254,nan
102318,2320,1112,nan,18.6281,343.459,nan
102319,2321,50,nan,-7.01519,34.5255,nan
102320,2322,893,nan,-1.42893,382.822,nan
102321,2323,4307,nan,13.3604,1129.58,nan
