index,event,NClus,foundZ,trueZ,chargeSum,centrality
1,1,2117,nan,-2.00375,712.013,nan
2,2,185,nan,-23.914,102.031,nan
3,3,94,nan,-8.46999,43.0604,nan
4,4,1313,nan,-17.158,434.091,nan
5,5,882,nan,-18.2867,289.326,nan
7,7,3502,nan,-0.0994089,991.558,nan
8,8,265,nan,5.4806,153.803,nan
9,9,778,nan,1.67367,190.707,nan
12,12,663,nan,-16.45,222.791,nan
13,13,504,nan,-12.6948,105.963,nan
14,14,258,nan,-5.74973,91.3261,nan
15,15,2947,nan,-18.1408,883.913,nan
16,16,148,nan,-0.65708,65.7829,nan
18,18,1539,nan,-21.8332,538.313,nan
19,19,1498,nan,-4.95752,460.78,nan
21,21,3061,nan,-5.98171,793.268,nan
23,23,42,nan,-10.5214,35.9408,nan
24,24,3524,nan,-0.740885,1150.79,nan
25,25,8,nan,-15.2124,27.5623,nan
26,26,2009,nan,1.82376,539.793,nan
28,28,27,nan,1.82795,26.2049,nan
29,29,1560,nan,-27.9424,527.591,nan
30,30,4897,nan,-14.2619,1226.84,nan
31,31,52,nan,-14.1016,39.5647,nan
33,33,3154,nan,-3.95522,778.248,nan
34,34,376,nan,4.57505,115.748,nan
35,35,1485,nan,-13.2956,567.005,nan
37,37,3606,nan,-24.6556,1315.72,nan
38,38,5893,nan,-4.05469,1440.13,nan
39,39,5210,nan,-8.97212,1392.16,nan
40,40,751,nan,7.77312,223.211,nan
41,41,0,nan,-9.59965,2.34311,nan
43,43,244,nan,-24.8599,208.742,nan
44,44,0,nan,12.3541,2.17543,nan
47,47,248,nan,-13.4292,122.03,nan
48,48,143,nan,5.28986,10.1558,nan
49,49,488,nan,-16.7246,100.467,nan
51,51,5719,nan,-6.26179,1458.81,nan
54,54,2,nan,-21.9457,2.25044,nan
55,55,2395,nan,-15.5487,680,nan
56,56,800,nan,20.7363,328.986,nan
57,57,59,nan,-9.81295,16.268,nan
61,61,2197,nan,-0.585132,611.137,nan
62,62,4778,nan,1.5937,1214.54,nan
63,63,493,nan,-2.11682,181.678,nan
65,65,452,nan,-20.3817,171.869,nan
67,67,599,nan,-10.0112,248.586,nan
68,68,387,nan,-10.5125,224.168,nan
69,69,840,nan,-14.5496,319.395,nan
72,72,1256,nan,0.371118,394.389,nan
74,74,3539,nan,12.0649,856.743,nan
77,77,2786,nan,-9.07819,683.013,nan
78,78,99,nan,-0.380131,36.7222,nan
79,79,1109,nan,-2.74063,219.929,nan
81,81,4185,nan,10.6737,1129.97,nan
83,83,4590,nan,-5.85456,1087.24,nan
84,84,2937,nan,3.02874,768.04,nan
85,85,160,nan,16.4382,72.4245,nan
86,86,154,nan,-2.75778,30.1362,nan
89,89,483,nan,5.55795,138.062,nan
92,92,3770,nan,1.10437,971.997,nan
93,93,3174,nan,-0.113641,809.359,nan
95,95,37,nan,-4.36816,27.3804,nan
97,97,1635,nan,-23.1197,474.856,nan
99,99,1968,nan,-18.5077,602.748,nan
102,102,171,nan,18.8629,70.2944,nan
103,103,260,nan,5.26689,88.2716,nan
107,107,6879,nan,7.36048,1759.05,nan
110,110,3497,nan,-16.6038,703.472,nan
111,111,89,nan,1.33573,68.8462,nan
112,112,5703,nan,-3.41491,1288.64,nan
114,114,274,nan,-0.14391,109.855,nan
117,117,1554,nan,4.88265,502.608,nan
118,118,2342,nan,3.70088,717.589,nan
119,119,2661,nan,-10.2893,713.373,nan
120,120,1693,nan,13.2937,672.769,nan
121,121,159,nan,-7.82887,62.4025,nan
126,126,589,nan,1.69173,249.867,nan
128,128,36,nan,-11.238,60.7967,nan
134,134,536,nan,12.6091,160.52,nan
136,136,594,nan,-3.53144,239.374,nan
137,137,2026,nan,1.99176,650.933,nan
138,138,124,nan,-8.70917,58.6453,nan
139,139,4025,nan,-17.5437,1251.26,nan
142,142,4003,nan,-13.0348,1019.54,nan
144,144,2855,nan,-6.0588,925.941,nan
145,145,1934,nan,-9.08019,596.811,nan
147,147,310,nan,-0.178416,86.9379,nan
148,148,157,nan,-7.16083,83.2863,nan
151,151,3452,nan,-16.4793,974.108,nan
153,153,129,nan,-4.29044,65.4486,nan
154,154,174,nan,-12.0258,84.7308,nan
156,156,40,nan,-6.85642,25.4953,nan
158,158,1604,nan,-5.67211,468.685,nan
159,159,6254,nan,-3.10633,1539.72,nan
163,163,2832,nan,2.49025,688.87,nan
164,164,4316,nan,-7.13291,1133.68,nan
167,167,121,nan,-14.4028,36.1209,nan
168,168,4358,nan,8.25576,1172.41,nan
169,169,530,nan,-12.01,171.033,nan
171,171,6093,nan,-2.0259,1414.11,nan
175,175,3588,nan,-11.8737,905.177,nan
177,177,1205,nan,15.1191,438.175,nan
179,179,116,nan,8.5673,40.1148,nan
180,180,900,nan,3.02326,292.481,nan
181,181,859,nan,-0.977436,328.187,nan
182,182,3729,nan,9.05493,1026.41,nan
184,184,2761,nan,-0.336865,983.419,nan
186,186,136,nan,-12.5172,58.3389,nan
187,187,1368,nan,-9.55057,445.377,nan
192,192,373,nan,0.858015,111.683,nan
197,197,208,nan,-15.046,63.1543,nan
199,199,23,nan,-16.5008,11.0585,nan
200,200,4484,nan,0.494693,1169.74,nan
201,201,62,nan,11.7101,33.7192,nan
203,203,822,nan,-8.43816,237.123,nan
204,204,3592,nan,-6.85635,964.514,nan
205,205,2664,nan,-2.42345,833.293,nan
207,207,49,nan,-2.5195,40.2871,nan
208,208,18,nan,-2.64104,17.4078,nan
212,212,295,nan,-10.0969,51.3242,nan
213,213,2,nan,-3.65778,7.14437,nan
214,214,7,nan,11.0188,1.44542,nan
217,217,96,nan,-2.54532,75.2482,nan
222,222,211,nan,-1.79252,104.448,nan
224,224,2713,nan,6.25661,817.202,nan
225,225,1005,nan,-8.24884,363.956,nan
226,226,1863,nan,2.8429,603.614,nan
228,228,90,nan,2.8175,33.685,nan
231,231,508,nan,-2.45586,121.845,nan
232,232,1374,nan,-12.3805,430.556,nan
233,233,0,nan,-3.15562,7.25835,nan
234,234,2615,nan,6.821,607.979,nan
235,235,397,nan,-11.1329,149.602,nan
236,236,46,nan,15.1641,8.37569,nan
237,237,1046,nan,5.04844,270.641,nan
239,239,56,nan,-6.42311,25.8208,nan
240,240,831,nan,-13.1881,260.378,nan
241,241,460,nan,-6.28083,170.973,nan
244,244,222,nan,-11.7272,62.913,nan
248,248,1165,nan,-9.57006,448.962,nan
252,252,40,nan,-4.71334,12.9814,nan
253,253,665,nan,0.683769,273.25,nan
254,254,2425,nan,-6.87559,729.25,nan
255,255,1137,nan,-14.3248,316.576,nan
258,258,57,nan,1.7306,16.4485,nan
260,260,340,nan,-18.5366,169.088,nan
262,262,4978,nan,-5.89644,1355.24,nan
263,263,1756,nan,-6.64594,562.796,nan
264,264,24,nan,-8.96435,18.8925,nan
265,265,2789,nan,-17.4131,795.333,nan
266,266,3,nan,13.9891,2.67486,nan
267,267,105,nan,-2.11904,30.77,nan
268,268,1,nan,10.6561,1.64252,nan
269,269,3230,nan,-5.51617,724.022,nan
271,271,9,nan,7.24188,10.2565,nan
272,272,692,nan,-21.049,325.229,nan
274,274,2639,nan,-18.1896,747.325,nan
279,279,1096,nan,-30.5343,412.061,nan
281,281,4193,nan,-5.42053,1066.93,nan
282,282,172,nan,-12.3601,53.6384,nan
283,283,4,nan,-1.03445,6.01438,nan
286,286,1266,nan,-2.05649,433.826,nan
288,288,764,nan,-7.03428,209.386,nan
290,290,360,nan,-3.60343,125.185,nan
291,291,24,nan,6.46211,3.78308,nan
292,292,94,nan,6.11202,80.9407,nan
293,293,1231,nan,-12.5348,277.579,nan
294,294,820,nan,-2.451,232.454,nan
296,296,3776,nan,-0.303604,977.518,nan
299,299,52,nan,18.443,16.1467,nan
300,300,2372,nan,3.10923,749.519,nan
301,301,2229,nan,8.01183,741.859,nan
303,303,64,nan,19.5619,23.8206,nan
306,306,393,nan,-5.94175,135.72,nan
307,307,11,nan,-9.61017,6.40098,nan
309,309,93,nan,-2.04757,65.1932,nan
310,310,1993,nan,-7.85374,662.513,nan
311,311,244,nan,-2.45295,90.4533,nan
312,312,63,nan,-15.4294,9.06794,nan
316,316,97,nan,-8.24216,32.5913,nan
318,318,1284,nan,3.97631,484.431,nan
324,324,3390,nan,-1.85847,782.443,nan
325,325,4193,nan,-10.2592,1098.76,nan
326,326,963,nan,-11.1737,472.579,nan
328,328,3123,nan,-3.18086,781.225,nan
329,329,43,nan,-10.1347,12.283,nan
332,332,1455,nan,-10.4529,375.907,nan
335,335,8,nan,-5.95801,5.04584,nan
339,339,60,nan,-17.8313,13.1892,nan
342,342,53,nan,-14.0171,6.92024,nan
344,344,611,nan,-23.5627,343.784,nan
345,345,5335,nan,-7.62054,1539.28,nan
346,346,22,nan,-4.56386,18.0441,nan
348,348,234,nan,-6.03225,89.2901,nan
353,353,81,nan,-0.307218,18.7013,nan
355,355,24,nan,5.1962,8.12842,nan
359,359,4900,nan,2.10225,1169.69,nan
360,360,607,nan,1.07885,133.601,nan
361,361,2964,nan,-3.68671,942.032,nan
362,362,3291,nan,14.2698,1011.95,nan
363,363,92,nan,14.9896,42.3931,nan
365,365,4304,nan,-8.32679,1028.28,nan
369,369,1158,nan,1.86882,294.303,nan
370,370,51,nan,-15.1486,31.853,nan
372,372,318,nan,6.52128,144.942,nan
374,374,305,nan,3.93795,92.8041,nan
375,375,134,nan,6.35632,111.129,nan
376,376,1602,nan,-4.93461,456.21,nan
377,377,975,nan,4.08364,271.492,nan
379,379,4214,nan,-12.6218,1037.05,nan
380,380,2002,nan,-6.795,526.219,nan
383,383,5396,nan,-8.00619,1176.25,nan
387,387,517,nan,-5.87423,127.299,nan
390,390,31,nan,5.96817,7.17579,nan
391,391,681,nan,-8.2877,236.896,nan
392,392,36,nan,13.3419,10.2649,nan
393,393,7062,nan,-10.6021,1496.59,nan
395,395,2136,nan,-16.6339,764.295,nan
396,396,3699,nan,6.08931,997.226,nan
397,397,327,nan,-20.2482,159.994,nan
400,400,683,nan,-0.657298,185.748,nan
401,401,5,nan,-31.917,6.70259,nan
402,402,2885,nan,-6.02763,902.602,nan
405,405,2788,nan,-5.52895,886.745,nan
406,406,5192,nan,3.22051,1196.33,nan
407,407,2911,nan,4.90653,796.766,nan
409,409,0,nan,11.5923,6.62985,nan
410,410,3968,nan,2.01567,1062.35,nan
412,412,2105,nan,-13.9456,495.262,nan
413,413,1069,nan,0.0529352,332.953,nan
414,414,3417,nan,-0.581253,955.307,nan
415,415,2208,nan,9.63078,633.023,nan
416,416,1685,nan,-20.04,481.048,nan
419,419,3695,nan,-0.802395,1028.87,nan
421,421,5195,nan,-16.9979,1204.23,nan
422,422,0,nan,-5.75212,852.024,nan
424,424,132,nan,6.67818,48.9634,nan
425,425,1122,nan,3.40135,397.082,nan
428,428,0,nan,4.9257,1.46066,nan
430,430,18,nan,12.7118,27.9292,nan
431,431,20,nan,5.28499,18.3699,nan
432,432,3673,nan,-16.5444,958.575,nan
433,433,41,nan,-6.75972,18.1645,nan
434,434,1462,nan,3.84251,530.084,nan
436,436,6113,nan,-10.778,1585.92,nan
440,440,1137,nan,0.492284,321.189,nan
442,442,8,nan,0.992537,16.5912,nan
445,445,174,nan,2.22,68.0555,nan
446,446,165,nan,1.49644,63.9971,nan
447,447,914,nan,6.25893,422.553,nan
448,448,68,nan,-24.6843,12.8906,nan
452,452,3044,nan,4.99163,996.149,nan
453,453,3862,nan,5.25793,1066.71,nan
455,455,4785,nan,-30.5786,1370.82,nan
456,456,4395,nan,2.87327,1156.52,nan
460,460,131,nan,4.07512,25.9289,nan
461,461,352,nan,-24.5342,106.198,nan
463,463,1576,nan,-7.47708,385.094,nan
464,464,3311,nan,1.87046,773.238,nan
467,467,492,nan,-6.40375,143.135,nan
468,468,811,nan,-5.90137,219.472,nan
472,472,231,nan,12.8529,82.8566,nan
476,476,10,nan,-23.2256,14.6172,nan
477,477,6372,nan,-5.42095,1618.86,nan
478,478,5580,nan,1.13702,1368.48,nan
479,479,239,nan,-14.778,97.207,nan
482,482,5189,nan,-8.84858,1394.16,nan
484,484,1187,nan,-0.114891,397.307,nan
486,486,1947,nan,-8.94165,646.954,nan
488,488,2325,nan,-4.54621,715.033,nan
489,489,1470,nan,-3.99484,447.657,nan
492,492,6361,nan,-2.5499,1627.74,nan
494,494,105,nan,-7.86618,47.6808,nan
499,499,4656,nan,-13.3548,1099.15,nan
500,500,157,nan,20.1801,40.0636,nan
502,502,238,nan,-6.65154,93.8409,nan
503,503,1163,nan,-29.536,362.098,nan
504,504,494,nan,-4.77695,164.22,nan
506,506,1851,nan,15.8543,575.247,nan
509,509,963,nan,4.18872,422.623,nan
511,511,1983,nan,2.26175,488.736,nan
513,513,12,nan,-6.3276,44.407,nan
514,514,718,nan,-17.9077,324.589,nan
516,516,2503,nan,-7.66629,794.294,nan
518,518,118,nan,-5.94166,51.2911,nan
519,519,1566,nan,-12.8909,592.457,nan
520,520,184,nan,-7.76279,34.1265,nan
522,522,4933,nan,-22.7361,1423.2,nan
524,524,629,nan,-14.8578,184.77,nan
526,526,1279,nan,-8.92693,356.949,nan
527,527,245,nan,4.92624,61.9635,nan
528,528,5727,nan,0.969712,1539.92,nan
529,529,3039,nan,-7.18346,724.133,nan
532,532,469,nan,0.744423,109.513,nan
533,533,2450,nan,-5.66056,734.305,nan
534,534,2851,nan,-26.4085,1024.4,nan
535,535,314,nan,4.73342,102.992,nan
536,536,89,nan,1.86033,14.0084,nan
539,539,80,nan,-15.4831,64.9023,nan
540,540,2557,nan,-10.2104,767.282,nan
541,541,18,nan,-14.4124,6.67903,nan
542,542,4,nan,-3.05379,2.79049,nan
543,543,3837,nan,-20.2646,1018.88,nan
544,544,28,nan,4.34971,47.4085,nan
546,546,0,nan,-11.438,3.89807,nan
547,547,87,nan,4.72867,11.9665,nan
549,549,0,nan,-13.2733,0.662164,nan
550,550,804,nan,-9.42428,275.172,nan
552,552,734,nan,9.27372,287.082,nan
554,554,597,nan,-18.77,211.812,nan
555,555,1,nan,3.39939,8.54574,nan
558,558,176,nan,1.45135,40.0057,nan
560,560,32,nan,-3.50675,14.6798,nan
561,561,2500,nan,-10.0997,711.315,nan
562,562,4148,nan,-9.86731,1065.59,nan
563,563,3735,nan,-16.995,1033.75,nan
564,564,0,nan,-16.4487,3.24288,nan
565,565,508,nan,3.56509,149.637,nan
566,566,33,nan,-5.84258,6.14433,nan
567,567,1477,nan,-10.3953,383.173,nan
570,570,1373,nan,4.82585,314.163,nan
571,571,2563,nan,3.91042,755.853,nan
572,572,258,nan,0.594545,33.8524,nan
573,573,1127,nan,-1.93672,312.947,nan
574,574,4528,nan,2.38477,1300.05,nan
576,576,4694,nan,-4.79868,1269.39,nan
577,577,197,nan,-10.8676,76.8366,nan
579,579,3868,nan,-3.23128,1196.98,nan
580,580,110,nan,-0.686325,43.4218,nan
585,585,1617,nan,17.4458,526.578,nan
587,587,1,nan,-3.67644,8.05246,nan
588,588,3795,nan,-13.6176,1130.03,nan
589,589,128,nan,1.50403,34.1624,nan
590,590,863,nan,13.3258,390.736,nan
591,591,3456,nan,-3.61641,1026.66,nan
592,592,5129,nan,7.41553,1504.92,nan
593,593,426,nan,-11.0377,82.262,nan
595,595,1073,nan,-12.1109,352.903,nan
596,596,2250,nan,-6.87303,711.077,nan
597,597,2390,nan,-0.131273,374.762,nan
600,600,453,nan,-18.6758,152.199,nan
601,601,876,nan,8.14431,231.57,nan
603,603,86,nan,-20.967,44.1238,nan
604,604,3808,nan,18.2379,1251.17,nan
607,607,3156,nan,-6.79429,738.522,nan
608,608,4891,nan,-13.5954,1339.59,nan
609,609,1075,nan,5.18186,340.747,nan
610,610,2175,nan,-8.60923,587.472,nan
611,611,3487,nan,-16.2841,997.634,nan
613,613,64,nan,-1.51376,14.0384,nan
614,614,1936,nan,-3.25172,524.884,nan
616,616,711,nan,-9.22503,241.038,nan
618,618,441,nan,-0.967057,108.809,nan
622,622,182,nan,11.1114,81.0632,nan
624,624,1,nan,-5.36866,2.2944,nan
627,627,3511,nan,-3.63666,867.186,nan
628,628,1694,nan,-6.56873,480.885,nan
633,633,25,nan,-9.84176,12.9176,nan
635,635,507,nan,-3.41255,143.594,nan
636,636,1222,nan,-10.1989,377.879,nan
639,639,3379,nan,-22.7677,954.613,nan
640,640,8,nan,-3.55143,12.9797,nan
642,642,4361,nan,-1.2333,929.537,nan
643,643,1786,nan,17.6945,618.616,nan
644,644,2239,nan,-4.391,677.487,nan
647,647,168,nan,-4.19634,66.7214,nan
648,648,4252,nan,2.04002,1053.47,nan
650,650,5163,nan,-25.846,1466.52,nan
653,653,432,nan,-12.2246,100.613,nan
655,655,3724,nan,-19.1524,897.215,nan
657,657,2085,nan,7.18563,629.422,nan
663,663,517,nan,3.73953,171.291,nan
668,668,9,nan,-16.6825,11.8597,nan
669,669,2868,nan,3.71111,840.026,nan
670,670,4,nan,-18.0953,66.551,nan
671,671,2413,nan,-29.0513,753.517,nan
672,672,539,nan,1.09,201.504,nan
673,673,4782,nan,-24.5548,1342.82,nan
675,675,123,nan,-29.7513,93.2064,nan
676,676,6900,nan,-13.3345,1485.32,nan
677,677,257,nan,8.83813,143.114,nan
681,681,574,nan,-9.19871,266.734,nan
682,682,513,nan,-5.34312,181.903,nan
683,683,320,nan,-17.5619,70.6499,nan
686,686,0,nan,-5.10301,3.68955,nan
689,689,4940,nan,-15.4437,1208.15,nan
692,692,1680,nan,-2.21827,440.82,nan
694,694,1620,nan,-15.3159,448.645,nan
695,695,2348,nan,-26.956,742.024,nan
698,698,3067,nan,-2.86546,801.663,nan
699,699,429,nan,-7.26615,188.108,nan
702,702,102,nan,-7.27754,40.0433,nan
703,703,1054,nan,5.40964,386.583,nan
704,704,2223,nan,-30.3154,700.497,nan
705,705,0,nan,6.61117,478.764,nan
706,706,1462,nan,8.13917,512.048,nan
708,708,2914,nan,11.8973,763.004,nan
710,710,2225,nan,-1.74048,658.783,nan
712,712,5977,nan,-15.4689,1366.43,nan
714,714,8,nan,-13.2726,8.73001,nan
715,715,71,nan,5.22223,26.9062,nan
716,716,1122,nan,-1.03061,422.636,nan
718,718,738,nan,2.48824,158.685,nan
719,719,2449,nan,9.18802,753.88,nan
720,720,32,nan,-4.08929,16.1895,nan
721,721,37,nan,-1.44822,20.0706,nan
722,722,603,nan,-9.5866,191.029,nan
723,723,629,nan,-2.24465,145.23,nan
724,724,1888,nan,4.12854,545.241,nan
726,726,781,nan,-10.4076,282.564,nan
730,730,2044,nan,-21.807,625.501,nan
731,731,1336,nan,4.02112,257.834,nan
732,732,1114,nan,-6.36378,365.847,nan
733,733,1763,nan,-7.25834,423.082,nan
734,734,5835,nan,-1.0922,1256.18,nan
735,735,76,nan,0.0433308,18.4431,nan
736,736,1983,nan,-17.5387,606.659,nan
737,737,319,nan,5.74551,66.0771,nan
738,738,90,nan,-11.3237,28.8076,nan
740,740,356,nan,1.95957,84.6802,nan
741,741,1546,nan,6.68952,689.414,nan
742,742,2442,nan,-1.47848,748.269,nan
743,743,825,nan,4.9665,224.03,nan
744,744,6811,nan,-10.4174,1497.33,nan
745,745,0,nan,17.4963,18.9554,nan
747,747,1665,nan,-2.26138,348.531,nan
748,748,0,nan,-4.91348,13.6749,nan
749,749,1552,nan,2.57612,509.379,nan
750,750,3667,nan,-11.6393,1001.54,nan
753,753,418,nan,-11.0899,115.016,nan
754,754,3738,nan,-5.20015,1104.35,nan
755,755,27,nan,14.7354,18.0107,nan
756,756,126,nan,15.2431,127.533,nan
757,757,782,nan,-4.26901,276.52,nan
758,758,0,nan,9.22089,10.1826,nan
759,759,246,nan,-0.673484,118.531,nan
763,763,70,nan,-17.4776,53.5053,nan
764,764,44,nan,-4.4778,21.776,nan
765,765,221,nan,2.79136,83.1857,nan
767,767,6466,nan,-1.9132,1626.19,nan
769,769,893,nan,-17.1067,284.64,nan
770,770,7,nan,7.08289,11.5218,nan
771,771,283,nan,-22.8923,99.5229,nan
773,773,2574,nan,-1.69484,782.743,nan
775,775,139,nan,-8.13628,6.11398,nan
776,776,2796,nan,-21.0901,775.714,nan
781,781,6239,nan,-2.73116,1408.31,nan
786,786,213,nan,-18.8034,44.9065,nan
787,787,3261,nan,-4.78424,933.758,nan
788,788,1495,nan,-4.05346,443.759,nan
789,789,2430,nan,-4.78302,666.493,nan
790,790,4000,nan,-0.9609,1007.18,nan
793,793,48,nan,14.7295,35.1741,nan
795,795,2686,nan,-3.18643,856.021,nan
799,799,2020,nan,-2.87681,573.886,nan
800,800,778,nan,-25.6504,309.675,nan
802,802,754,nan,5.89822,231.239,nan
803,803,562,nan,-7.02431,234.493,nan
804,804,417,nan,6.99797,120.179,nan
806,806,1976,nan,-10.0358,567.986,nan
809,809,949,nan,-3.15403,284.844,nan
813,813,2932,nan,-36.5708,837.152,nan
815,815,4769,nan,-10.6435,1078.56,nan
818,818,796,nan,-14.003,221.793,nan
819,819,7072,nan,-0.460063,1670.27,nan
820,820,365,nan,-16.318,93.5818,nan
821,821,30,nan,-8.11422,19.9854,nan
822,822,117,nan,3.92848,59.6273,nan
823,823,362,nan,-21.4833,93.3992,nan
825,825,1724,nan,-5.91652,398.055,nan
828,828,3056,nan,-10.7576,920.837,nan
829,829,132,nan,8.1998,62.3295,nan
830,830,298,nan,-7.83138,135.985,nan
831,831,2,nan,-6.58819,2.57663,nan
833,833,5768,nan,13.3981,1377.89,nan
834,834,139,nan,-1.99009,95.6879,nan
836,836,229,nan,23.6675,96.913,nan
838,838,21,nan,-16.591,22.7361,nan
840,840,5027,nan,-19.1739,1282.5,nan
843,843,156,nan,-6.65018,99.5866,nan
844,844,4,nan,8.53591,15.8388,nan
845,845,3004,nan,-0.657702,892.055,nan
847,847,249,nan,1.76565,76.508,nan
848,848,75,nan,-14.0081,54.02,nan
851,851,4617,nan,-13.0858,1182.3,nan
853,853,28,nan,-5.27491,13.6938,nan
855,855,8,nan,8.58752,10.0722,nan
859,859,3,nan,-22.8335,1.8403,nan
860,860,1930,nan,5.73542,494.909,nan
861,861,2017,nan,-14.8559,606.233,nan
862,862,69,nan,2.23391,18.1893,nan
867,867,1908,nan,0.44223,438.184,nan
868,868,2507,nan,-7.60739,685.891,nan
869,869,92,nan,-32.4826,53.8205,nan
870,870,2678,nan,10.5821,846.227,nan
871,871,2694,nan,-12.2246,666.896,nan
872,872,1205,nan,-9.17708,495.163,nan
873,873,6149,nan,17.2079,1698.8,nan
877,877,294,nan,-3.81987,70.1323,nan
883,883,110,nan,7.07055,18.3266,nan
884,884,5845,nan,10.5442,1718.7,nan
885,885,6875,nan,-6.77797,1717.03,nan
886,886,505,nan,-9.24144,105.78,nan
888,888,530,nan,-10.8379,128.689,nan
889,889,750,nan,-0.40406,212.609,nan
890,890,1321,nan,-2.14909,363.441,nan
893,893,412,nan,-13.1567,112.274,nan
894,894,70,nan,-0.414486,36.3639,nan
895,895,3130,nan,-2.3582,796.367,nan
896,896,18,nan,1.67182,12.5593,nan
899,899,1574,nan,-2.01021,495.835,nan
901,901,1429,nan,2.70992,401.143,nan
906,906,245,nan,-5.87266,74.4343,nan
908,908,128,nan,-6.1107,48.0129,nan
913,913,3945,nan,-0.57351,981.823,nan
915,915,5926,nan,-12.0272,1638.33,nan
916,916,587,nan,7.2756,196.233,nan
917,917,550,nan,-0.742808,160.025,nan
918,918,4652,nan,-3.27745,1208.65,nan
919,919,2283,nan,-3.9347,689.505,nan
920,920,575,nan,12.7553,232.67,nan
921,921,4740,nan,-10.123,1390.44,nan
923,923,286,nan,-26.0921,163.455,nan
924,924,100,nan,-13.5593,19.4985,nan
925,925,5,nan,-1.93132,3.12565,nan
927,927,107,nan,-10.9101,27.8794,nan
928,928,4050,nan,0.199373,1081.9,nan
929,929,769,nan,-3.62674,253.521,nan
930,930,973,nan,-1.16674,305.72,nan
932,932,1046,nan,-0.212443,351.08,nan
934,934,5045,nan,-4.87944,1190.74,nan
939,939,230,nan,-6.62551,68.9278,nan
940,940,1866,nan,-4.95909,563.889,nan
942,942,564,nan,4.71476,162.281,nan
943,943,48,nan,-16.808,11.7819,nan
944,944,18,nan,-9.11473,1.895,nan
946,946,922,nan,-5.58478,296.761,nan
953,953,61,nan,-15.0237,27.0895,nan
954,954,174,nan,8.76463,89.9442,nan
956,956,69,nan,9.75802,61.5736,nan
957,957,1318,nan,-32.8847,465.811,nan
958,958,2102,nan,-3.66205,591.47,nan
959,959,1484,nan,-22.159,401.709,nan
960,960,1646,nan,4.3013,478.87,nan
961,961,1653,nan,7.99002,503.05,nan
963,963,894,nan,-0.847515,197.516,nan
964,964,535,nan,-7.05075,144.575,nan
965,965,43,nan,-6.11998,24.36,nan
966,966,1881,nan,-0.259215,545.916,nan
967,967,359,nan,-3.5889,191.11,nan
970,970,2884,nan,-8.36207,894.172,nan
971,971,1706,nan,2.6653,513.832,nan
972,972,1374,nan,-8.36682,361.269,nan
973,973,868,nan,-0.601157,273.487,nan
974,974,278,nan,-3.63743,125.959,nan
977,977,2636,nan,-6.96311,716.569,nan
978,978,1490,nan,-15.3327,468.252,nan
979,979,657,nan,-5.01098,211.229,nan
980,980,459,nan,-7.00653,171.406,nan
981,981,47,nan,-7.18461,40.2593,nan
982,982,769,nan,3.72868,286.608,nan
985,985,2214,nan,-22.8946,772.406,nan
986,986,2847,nan,13.1197,650.519,nan
987,987,1042,nan,-6.26161,346.103,nan
988,988,522,nan,-14.8266,162.841,nan
989,989,146,nan,-9.41721,36.4048,nan
991,991,169,nan,-3.67722,61.7376,nan
997,997,641,nan,-4.60332,250.737,nan
998,998,380,nan,-2.68642,138.695,nan
999,999,255,nan,5.54334,47.2986,nan
1000,1000,373,nan,-4.24306,115.801,nan
1001,1001,1980,nan,-6.94749,550.106,nan
1002,1002,3401,nan,6.60189,891.894,nan
1004,1004,3334,nan,12.7428,976.845,nan
1006,1006,179,nan,-5.69682,79.4911,nan
1008,1008,1816,nan,-5.33637,537.917,nan
1010,1010,92,nan,14.113,43.3292,nan
1011,1011,416,nan,-8.3192,115.161,nan
1013,1013,3283,nan,7.14263,1038.11,nan
1014,1014,9,nan,-15.3536,59.1528,nan
1017,1017,2923,nan,5.33767,821.943,nan
1019,1019,613,nan,0.325357,225.826,nan
1021,1021,1294,nan,-2.35755,384.892,nan
1024,1024,147,nan,-6.46902,49.8246,nan
1025,1025,3838,nan,19.4993,1216,nan
1026,1026,213,nan,-4.6965,35.6795,nan
1027,1027,271,nan,-6.25103,112.109,nan
1028,1028,63,nan,-22.4378,48.5547,nan
1029,1029,90,nan,10.0848,45.1765,nan
1030,1030,2277,nan,5.46293,772.447,nan
1031,1031,1221,nan,6.37408,412.1,nan
1032,1032,20,nan,9.98344,11.1346,nan
1033,1033,2059,nan,-1.35487,586.773,nan
1034,1034,106,nan,-8.41525,49.0161,nan
1035,1035,1297,nan,-12.1165,469.576,nan
1036,1036,2299,nan,-27.0631,726.197,nan
1037,1037,358,nan,-7.81759,167.788,nan
1038,1038,7,nan,-2.78841,4.14207,nan
1040,1040,2774,nan,-2.54944,824.009,nan
1041,1041,2,nan,11.6792,1.03952,nan
1042,1042,5,nan,7.36028,3.80892,nan
1043,1043,1530,nan,-3.59013,532.263,nan
1046,1046,120,nan,7.55341,78.4784,nan
1047,1047,3314,nan,-6.60333,964.636,nan
1050,1050,275,nan,-6.42278,128.019,nan
1051,1051,123,nan,2.05086,47.5576,nan
1053,1053,727,nan,0.286574,223.783,nan
1054,1054,1158,nan,-9.53687,368.083,nan
1055,1055,2704,nan,-2.82272,891.25,nan
1057,1057,4768,nan,8.48897,1093.14,nan
1063,1063,26,nan,-7.49619,13.2597,nan
1066,1066,3511,nan,-1.37982,863.513,nan
1067,1067,221,nan,-16.8015,59.5284,nan
1070,1070,2793,nan,13.9331,873.327,nan
1072,1072,1299,nan,-3.7091,321.026,nan
